video_id,title,published,view_count,hms_format
cSF-bxotrz4,"AwesomeDesign-md + OpenCode,Claude: This OPENSOURCE Design System is SO EASY & SO GOOD!",2026-04-07,4018,0:08:59
j79iwj0p66k,"Superpowers + Claude Code,Antigravity,OpenCode: This FREE Way fixes ALL YOUR AI CODING PROBLEMS!",2026-03-31,8329,0:08:55
bdNf-KieKTY,"Unlimited Free APIs (GLM-5,Kimi-K2.5,MiniMax) + OpenCode,OpenClaw: This FULLY FREE Coder is CRAZY!",2026-03-18,27903,0:09:18
hv0V0GJpC78,Pi Coding Agent: RIP Claude Code & OpenCode! This Opensource Coding Agent is JUST WAY BETTER!,2026-03-05,23281,0:14:08
J2thowAjPM0,"Ralphy + OpenCode, Claude Code: This is RALPH LOOPS ON STEROIDS!",2026-01-17,24498,0:09:19
IwjIhUI8fFQ,"Claude Code 2.1 (New Upgrades): Are they copying OpenCode? Teleport, Sub Agents SUPER, Better Skills",2026-01-11,15529,0:08:25
UQv-OfWDgxs,OpenCode + Free Opus 4.5 (Antigravity Auth) : STOP USING Claude Code MAX This is the NEW ALTERNATIVE,2026-01-10,42875,0:09:56
uuV1DcvObsg,Oh My OpenCode (5 SUPER Agent/MCP/Prompt Config): This makes OPENCODE - A BEAST! REALLY GOOD Agents,2025-12-27,50757,0:13:28
RlEKs4JAMqw,OpenCode Desktop: RIP Claude Code? Is it REALLY SPECIAL?,2025-12-16,23653,0:08:21
uiCBAAJahGI,"Free Unlimited Qwen-3 Coder API + Roo,Cline,OpenCode: This is the BEST FREE AI Coder Right Now!",2025-08-18,28112,0:08:01
aZWxFB-rH5A,"GPT-5(.1*) Mini + Roo,OpenCode: This is NOW WAY BETTER THAN Sonnet & Claude Code!",2025-08-17,13740,0:09:18
Xv5p4i-I4es,SST-OpenCode: REPLACE Claude Code Now! (Works w/ Claude Max & Pro Plan),2025-06-15,17270,0:08:40
bWKHPelgNgs,Claude Code / OpenCode + T-Mux + Worktrees: This SELF-SPAWNING AI Coder TEAM is INSANITY!,2025-06-05,16345,0:11:13
P8luPmEa1QI,OpenCode + Gemini 2.5 Pro: BYE Claude Code! I'm SWITCHING To the FASTEST AI Coder!,2025-06-04,56669,0:11:11
