video_id,title,published,view_count,hms_format
Es9sN9TrUQk,Hermes AI + Open WebUI Mission Control + OpenClaw 4.24 Voice Agents + DeepSeek V4,2026-04-26,0,0:00:00
9hJOx_f-F5I,DeepSeek V4: Automate & Build ANYTHING!,2026-04-25,3449,1:07:29
9BYyexXd9HI,"Build Anything with DeepSeek V4, Here's How...",2026-04-25,839,0:53:20
epjATan4BbI,How I Rank #1 with DeepSeek V4 AI SEO (FREE!) 🤯,2026-04-25,1128,0:17:03
gRYDvOx5hxQ,DeepSeek V4 Pro is INSANE!,2026-04-25,4077,0:08:49
AN5yJZ2qgrc,New DeepSeek V4 Update: Build ANYTHING!,2026-04-25,729,0:08:14
b8gTYPBZ-UA,LIVE: China's DeepSeek V4 is HERE!,2026-04-24,3836,0:33:10
c_aTbvmO2ko,KIMI 2.6 + OpenCode Is INSANE! 🤯,2026-04-21,10525,0:08:37
ts9lDmcjxac,NEW Qwen 3.6 + Opencode Is INSANE! 🤯,2026-04-15,6770,0:08:01
z8K7Ur-Exmo,DeepSeek V4 Update is INSANE!,2026-04-10,12512,0:00:32
D2fFhra4gos,DeepSeek V4 Update is INSANE!,2026-04-09,13104,0:07:47
IBktE5O-51U,NEW DeepSeek V4 Leaks are INSANE! 😱,2026-03-12,4681,0:08:05
XCJRIXcQufY,NEW OpenCode Plugin Orchestrates 6 AI Agents! 🤯,2026-01-22,5523,0:06:37
5x8dbq6sAXM,GLM 4.7 Flash + OpenCode + Antigravity is INSANE!,2026-01-20,6510,1:31:33
g2sQmiGfBEU,OpenCode + Antigravity is INSANE (FREE!) 🤯,2026-01-20,11772,0:07:16
0l42NX0RA7o,OpenCode + Copilot  is INSANE!,2026-01-17,6645,0:09:38
3f3UD0LWk-s,OpenCode + AntiGravity is INSANE! 🤯,2026-01-17,10834,0:00:31
DS37JuZ2IP8,OpenCode + AntiGravity is INSANE!  🤯,2026-01-15,24933,0:08:12
9EHVXkGQP-E,OpenCode + FREE Claude Opus 4.5 DESTROYS Claude Code? (Google Antigravity),2026-01-13,6659,0:09:10
tfqh_uD0A14,OpenCode + Gemini 3 is INSANE! 🤯,2026-01-12,5704,0:08:30
HljFkgXnf7M,NEW DeepSeek V4 Leaks Are INSANE!,2026-01-12,12365,0:08:16
NZzEmSPi0ms,"Build Anything with OpenCode, Here is How (FREE!)",2026-01-11,11391,0:09:06
T7Hi2vh50rc,OpenCode + MiniMax M2.1 is INSANE! 🤯,2026-01-09,2764,0:08:18
Ngj4wbLxZ0g,NotebookLM + OpenCode + Google AI Agents = Build ANYTHING! 🤯 (FREE),2026-01-07,3234,1:47:24
Y5F-4YlYmOM,OpenCode is INSANE!,2026-01-07,12987,0:00:38
Glh20P73QeE,OpenCode: Best FREE AI Coding Agent!,2026-01-07,4949,0:09:56
E6zbYui8Mm8,Opencode: Build ANYTHING! 🤯,2026-01-07,3761,0:08:30
PCnvVs6UmKk,OpenCode: Build ANYTHING!,2026-01-05,4708,0:07:46
ul7zuyATDqE,OpenCode is INSANE!,2026-01-04,14511,0:11:38
