video_id,title,published,view_count,hms_format
NE2Tdj-GV4g,OpenCode Tutorial: Connect GitHub Copilot Free | Beginner Guide,2026-03-21,3179,0:17:39
nUCwPxMgz_8,OpenCode MCP Servers: Connect ANY Tool to Your AI Agent,2026-02-23,9575,0:24:12
DC5R3iHzlXs,Ollama + OpenCode Setup Guide,2026-01-23,17229,0:09:00
WXffHkvfRpM,OpenCode CRASH Course | OPEN SOURCE AI CODING AGENT,2026-01-19,20619,1:00:46
