video_id,title,published,view_count,hms_format
ARfm6a3GM8Q,GLM 5.2 Desktop App Tutorial,2026-07-04,913,0:00:56
mmiQaVfA5e0,GLM 5.2 Now Has An Official Desktop App!,2026-07-04,600,0:10:24
aI7do8iLJCk,GLM 5.2 OpenCode Tutorial,2026-06-30,910,0:00:55
0tmhsHn5B30,GLM 5.2 Inside OpenCode Go In Minutes!,2026-06-30,2964,0:08:44
I5fWGx_gpgI,GLM 5.2 Best New Opensource Model,2026-06-21,749,0:00:51
pRnJdlMSSqM,GLM 5.2 Is The NEW Best Opensource Model,2026-06-21,494,0:10:58
LqRRXcM8Kxc,Kimi K2.7 Code Vs DeepSeek V4 Pro: Is It Actually Better?,2026-06-16,671,0:08:36
GjctLLCFdVc,Getting Started With OpenCode Go,2026-06-06,1114,0:00:51
vvDdXF2Yuz8,Create LinkedIn Posts In Seconds Using OpenCode!,2026-05-28,240,0:12:33
cfYpzY-o3fQ,Is OpenCode The Ultimate AI Coding Agent?,2026-05-27,315,0:10:43
HlPdlZh0AHM,Building OpusClip For Free Using OpenCode!,2026-05-19,259,0:15:26
1_JkygfG6Vg,OpenCode Desktop Tutorial,2026-05-19,824,0:00:51
D3nI2JACE88,OpenCode Video Editor Skill Tutorial,2026-05-18,1343,0:00:56
yR-zoMUY27Q,This OpenCode Skill Edits Your Videos For Free!,2026-05-18,816,0:09:51
LIhPH-g_6wg,OpenCode Video Editor Skill Tutorial,2026-05-18,101,0:00:56
Gf3YuRAbpQg,OpenCode Tutorial #opencode #ai #coding,2026-05-14,844,0:00:41
7v_675nO7nM,Watch Me Build A Desktop App With OpenCode!,2026-05-12,12721,0:14:22
ffnMlBzcJOQ,Building My First Stock Tracker With OpenCode + Alpaca,2026-05-08,210,0:17:14
ga22WZgoj9M,Is OpenCode Better Than Free Claude Code?,2026-05-06,816,0:12:18
iuh5E6AK6tc,Is OpenCode Better Than Claude Code?,2026-04-24,5012,0:00:49
C5wEcJRo_VA,Is PI Better Than OpenCode For AI Coding?,2026-04-24,5640,0:09:07
_8qzOkIWMSk,Why OpenCode Is Better Than Claude Code (It's Free!),2026-04-20,29831,0:08:34
DiCSqbZkxRs,Building My SaaS Web App In OpenCode #opencode,2026-02-13,929,0:00:27
ud2su6XhtKw,OpenCode Makes It Easy To Build SaaS Web Apps In Minutes!,2026-02-12,1534,0:09:24
e6JXdMh5Qz0,Watch Me Build A Hotel Booking Website In 1 Hour Using OpenCode!,2026-02-07,311,1:00:13
