video_id,title,published,view_count,hms_format
-3JqYEkYKT8,Creating a Professional SMS from Scratch using Gemini AI & OpenCode CLI 🛠️,2026-03-20,3937,0:08:58
D-kSOe4WYn4,Building a Full-Stack Task Management System in Minutes using OpenCode CLI,2026-03-17,1126,0:09:30
uy3go37vJSs,Create a Full Event Booking Website using FREE AI | OpenCode CLI + PHP MySQL,2026-03-14,1044,0:13:39
qqydkRyM02g,"The ""Hacker"" Vibe: Building a Minimalist Blue-Theme Blog with OpenCode CLI & PHP in 10 Minutes",2026-03-13,329,0:08:26
pW4hNeid3OM,Build a Job Portal Website Using OpenCode CLI | PHP & MySQL Project with Admin Panel (Step-by-Step),2026-03-12,584,0:09:19
5ISgz1CuNRc,How to Completely Remove Opencode CLI From Windows,2026-02-17,777,0:01:35
ct8BJgfXXRs,Free Vibe Coding using Winsurf & OpenCode  – No Paid Tools,2026-01-29,1756,0:06:53
awR3eDDdOe4,Free Vibe Coding using Cursor & OpenCode  – No Paid Tools,2026-01-28,7206,0:07:16
X-Dwe-s9URU,Free Vibe Coding in AntiGravity with OpenCode – No Paid Tools,2026-01-27,77504,0:07:54
7XQdp3hItX4,Vibe Coding in VS Code for Free Using OpenCode (Full Setup),2026-01-26,31333,0:09:15
sWRE9skVu94,Want to Build a Laravel Project Quickly? Try OpenCode CLI Today,2026-01-23,531,0:04:39
X0g7jfgVEgM,How to Install & Use OpenCode CLI in VS Code,2026-01-16,8334,0:04:29
Kvalb_W_3Ig,How to Install & Use OpenCode CLI on Windows,2026-01-16,6034,0:06:12
OABRfBNgr94,Laravel Portfolio Website in 10 Minutes 🤯 | Free AI OpenCode CLI,2026-01-03,941,0:11:15
eabDQ41d7CA,how to install opencode ai in your pc,2025-12-31,1537,0:02:31
Lz01HDeUGYw,Build a Full Stack PHP Blog Website Using OpenCode AI,2025-12-23,649,0:12:14
BWLu6e1ueic,Build a Blog Website using AI for FREE 😲 | Create Website Using OpenCode AI,2025-12-01,286,0:10:30
eVUvHmZqhAM,😱 “You Won’t Believe How Fast OpenCode CLI Builds a PHP E-Commerce Website!”,2025-11-30,258,0:04:38
cAU5QPjaPkk,How to create a unique portfolio website using the OpenCode CLI for free (easy!),2025-11-28,228,0:05:27
WYQGc-nyA3g,How to Setup & Use Opencode CLI in VS Code,2025-11-27,14255,0:03:32
vT92SVTG9ro,How to Install & Use Opencode CLI on Windows – Complete Tutorial,2025-11-26,8751,0:02:41
