id,name,full_name,sector,subsector,market,website,created_at,updated_at
24,AMATA,AMATA CORPORATION PUBLIC COMPANY LIMITED,Property & Construction,Property Development,SET100 / SETCLMV / SETTHSI,www.amata.com,2018-04-22 04:29:36.266775,2019-03-03 03:45:00.434583
26,AMC,ASIA METAL PUBLIC COMPANY LIMITED,Industrials,Steel and Metal Products,SET,www.asiametal.co.th,2018-04-22 04:29:36.278054,2021-08-22 18:22:07.259053
27,ANAN,ANANDA DEVELOPMENT PUBLIC COMPANY LIMITED,Property & Construction,Property Development,sSET,www.ananda.co.th,2018-04-22 04:29:36.282999,2020-07-06 13:23:58.499209
28,AOT,AIRPORTS OF THAILAND PUBLIC COMPANY LIMITED,Services,Transportation & Logistics,SET50 / SETTHSI / SETWB,www.airportthai.co.th,2018-04-22 04:29:36.290018,2019-11-19 07:13:52.348140
29,AP,AP (THAILAND) PUBLIC COMPANY LIMITED,Property & Construction,Property Development,SET100 / SETHD,www.apthai.com,2018-04-22 04:29:36.295770,2018-04-22 04:29:36.295770
31,APCS,ASIA PRECISION PUBLIC COMPANY LIMITED,Property & Construction,Construction Services,sSET,www.asiaprecision.com,2018-04-22 04:29:36.306563,2021-07-07 03:33:38.825781
32,APURE,AGRIPURE HOLDINGS PUBLIC COMPANY LIMITED,Agro & Food Industry,Food & Beverage,sSET,www.apureholdings.com,2018-04-22 04:29:36.312579,2021-07-07 03:33:38.827640
33,AQUA,AQUA CORPORATION PUBLIC COMPANY LIMITED,Services,Media & Publishing,SET,www.aquacorp.co.th,2018-04-22 04:29:36.316984,2018-04-22 04:29:36.316984
35,ARROW,ARROW SYNDICATE PUBLIC COMPANY LIMITED,Property & Construction,Property & Construction,mai,www.arrowpipe.com,2018-04-22 04:29:36.328888,2022-01-15 03:54:48.233454
38,ASEFA,ASEFA PUBLIC COMPANY LIMITED,Industrials,Industrial Materials & Machinery,SET,www.asefa.co.th,2018-04-22 04:29:36.345959,2018-07-04 15:30:18.485682
40,ASIAN,ASIAN SEA CORPORATION PUBLIC COMPANY LIMITED,Agro & Food Industry,Food & Beverage,sSET / SETTHSI,www.asianseafoods.co.th,2018-04-22 04:29:36.356981,2022-01-15 03:54:48.235305
42,ASK,ASIA SERMKIJ LEASING PUBLIC COMPANY LIMITED,Financials,Finance & Securities,SET,www.ask.co.th,2018-04-22 04:29:36.368184,2022-01-15 03:54:48.237063
44,ASP,ASIA PLUS GROUP HOLDINGS PUBLIC COMPANY LIMITED,Financials,Finance & Securities,sSET,www.asiaplusgroup.co.th,2018-04-22 04:29:36.379149,2018-04-22 04:29:36.379149
46,AU,AFTER YOU PUBLIC COMPANY LIMITED,Agro & Food Industry,,mai,www.afteryoudessertcafe.com,2018-04-22 04:29:36.390176,2018-04-22 04:29:36.390176
47,AUCT,UNION AUCTION PUBLIC COMPANY LIMITED,Services,,mai,www.auct.co.th,2018-04-22 04:29:36.394912,2018-04-22 04:29:36.394912
48,AYUD,ALLIANZ AYUDHYA CAPITAL PUBLIC COMPANY LIMITED,Financials,Insurance,SET,www.ayud.co.th,2018-04-22 04:29:36.401349,2019-11-19 07:13:52.462308
49,BA,BANGKOK AIRWAYS PUBLIC COMPANY LIMITED,Services,Transportation & Logistics,SETWB,www.bangkokair.com,2018-04-22 04:29:36.407546,2022-01-15 03:54:48.244763
50,BAFS,BANGKOK AVIATION FUEL SERVICES PCL.,Resources,Energy & Utilities,sSET / SETTHSI,www.bafsthai.com,2018-04-22 04:29:36.413629,2020-07-06 13:23:58.562065
51,BANPU,BANPU PUBLIC COMPANY LIMITED,Resources,Energy & Utilities,SET50 / SETCLMV / SETTHSI,www.banpu.com,2018-04-22 04:29:36.418977,2022-01-15 03:54:48.247553
53,BAY,BANK OF AYUDHYA PUBLIC COMPANY LIMITED,Financials,Banking,SET,www.krungsri.com,2018-04-22 04:29:36.430012,2018-04-22 04:29:36.430012
54,BBL,BANGKOK BANK PUBLIC COMPANY LIMITED,Financials,Banking,SET50 / SETHD / SETTHSI,www.bangkokbank.com,2018-04-22 04:29:36.437044,2020-07-06 13:23:58.577717
55,BCH,BANGKOK CHAIN HOSPITAL PUBLIC COMPANY LIMITED,Services,Health Care Services,SET100 / SETWB,www.bangkokchainhospital.com,2018-04-22 04:29:36.442067,2019-11-19 07:13:52.520896
56,BCP,BANGCHAK CORPORATION PUBLIC COMPANY LIMITED,Resources,Energy & Utilities,SET100 / SETCLMV / SETTHSI,www.bangchak.co.th,2018-04-22 04:29:36.447663,2021-07-07 03:33:38.852721
57,BCPG,BCPG PUBLIC COMPANY LIMITED,Resources,Energy & Utilities,SET100 / SETCLMV / SETHD / SETTHSI,www.bcpggroup.com,2018-04-22 04:29:36.453355,2022-01-15 03:54:48.253643
58,BDMS,BANGKOK DUSIT MEDICAL SERVICES PUBLIC COMPANY LIMITED,Services,Health Care Services,SET50 / SETCLMV / SETTHSI / SETWB,www.bangkokhospital.com,2018-04-22 04:29:36.459371,2021-01-26 15:42:35.012139
59,BEAUTY,BEAUTY COMMUNITY PUBLIC COMPANY LIMITED,Services,Commerce,SET,www.beautycommunity.co.th,2018-04-22 04:29:36.464423,2022-01-15 03:54:48.257841
60,BEC,BEC WORLD PUBLIC COMPANY LIMITED,Services,Media & Publishing,SET100,www.becworld.com,2018-04-22 04:29:36.470823,2021-07-07 03:33:38.857810
61,BEM,BANGKOK EXPRESSWAY AND METRO  PUBLIC COMPANY LIMITED,Services,Transportation & Logistics,SET50 / SETTHSI / SETWB,www.bemplc.co.th,2018-04-22 04:29:36.475840,2019-11-19 07:13:52.552842
63,BGRIM,B.GRIMM POWER PUBLIC COMPANY LIMITED,Resources,Energy & Utilities,SET50 / SETCLMV / SETTHSI,www.bgrimmpower.com,2018-04-22 04:29:36.486869,2019-03-03 03:45:01.036201
65,BH,BUMRUNGRAD HOSPITAL PUBLIC COMPANY LIMITED,Services,Health Care Services,SET50 / SETCLMV / SETWB,www.bumrungrad.com,2018-04-22 04:29:36.498902,2019-11-19 07:13:52.572757
68,BJC,BERLI JUCKER PUBLIC COMPANY LIMITED,Services,Commerce,SETCLMV / SETTHSI / SETWB,www.bjc.co.th,2018-04-22 04:29:36.516330,2022-01-15 03:54:48.271965
71,BKIH,BANGKOK INSURANCE PUBLIC COMPANY LIMITED,Financials,Insurance,SET,www.bangkokinsurance.com,2018-04-22 04:29:36.533506,2018-04-22 04:29:36.533506
73,BLA,BANGKOK LIFE ASSURANCE PUBLIC COMPANY LIMITED,Financials,Insurance,SET50 / SETTHSI,www.bangkoklife.com,2018-04-22 04:29:36.544508,2022-01-15 03:54:48.274772
74,BLAND,BANGKOK LAND PUBLIC COMPANY LIMITED,Property & Construction,Property Development,SET,www.bangkokland.co.th,2018-04-22 04:29:36.550524,2020-07-06 13:23:58.655824
76,BOFFICE,BHIRAJ OFFICE LEASEHOLD REAL ESTATE INVESTMENT TRUST,Property & Construction,Property Fund & REITs,SET,www.bofficereit.com,2018-04-22 04:29:36.562568,2018-04-22 04:29:36.562568
78,BPP,BANPU POWER PUBLIC COMPANY LIMITED,Resources,Energy & Utilities,SET / SETCLMV / SETTHSI,www.banpupower.com,2018-04-22 04:29:36.573585,2022-01-15 03:54:48.277671
82,BRR,BURIRAM SUGAR PUBLIC COMPANY LIMITED,Agro & Food Industry,Food & Beverage,sSET,www.buriramsugar.com,2018-04-22 04:29:36.610114,2022-01-15 03:54:48.279382
83,BSBM,BANGSAPHAN BARMILL PUBLIC COMPANY LIMITED,Industrials,Steel and Metal Products,SET,www.bsbm.co.th,2018-04-22 04:29:36.616028,2021-08-22 18:22:07.314686
86,BTS,BTS GROUP HOLDINGS PUBLIC COMPANY LIMITED,Services,Transportation & Logistics,SET50 / SETTHSI / SETWB,www.btsgroup.co.th,2018-04-22 04:29:36.632245,2020-07-06 13:23:58.687066
87,BTSGIF,BTS RAIL MASS TRANSIT GROWTH INFRASTRUCTURE FUND,Services,Transportation & Logistics,SET,www.btsgif.com,2018-04-22 04:29:36.637953,2018-04-22 04:29:36.637953
90,CBG,CARABAO GROUP PUBLIC COMPANY LIMITED,Agro & Food Industry,Food & Beverage,SET50 / SETCLMV / SETWB,www.carabaogroup.com,2018-04-22 04:29:36.676657,2019-11-19 07:13:52.645296
91,CCET,"CAL-COMP ELECTRONICS (THAILAND) PUBLIC CO., LTD.",Technology,Electronic Components,sSET,www.calcomp.co.th,2018-04-22 04:29:36.681704,2021-07-07 03:33:38.878413
92,CCP,CHONBURI CONCRETE PRODUCT PUBLIC COMPANY LIMITED,Property & Construction,Construction Materials,SET,www.ccp.co.th,2018-04-22 04:29:36.687151,2018-04-22 04:29:36.687151
94,CENTEL,CENTRAL PLAZA HOTEL PUBLIC COMPANY LIMITED,Services,Tourism & Leisure,SET100 / SETTHSI / SETWB,www.centarahotelsresorts.com,2018-04-22 04:29:36.697973,2019-11-19 07:13:52.658266
97,CGH,COUNTRY GROUP HOLDINGS PUBLIC COMPANY LIMITED,Financials,Finance & Securities,sSET,www.cgholdings.co.th,2018-04-22 04:29:36.714965,2021-07-07 03:33:38.882310
99,CHAYO,CHAYO GROUP PUBLIC COMPANY LIMITED,Financials,Finance & Securities,SET,www.chayo555.com,2018-04-22 04:29:36.725800,2022-01-15 03:54:48.288817
101,CHG,CHULARAT HOSPITAL PUBLIC COMPANY LIMITED,Services,Health Care Services,SET100 / SETWB,www.chularat.com,2018-04-22 04:29:36.736498,2019-11-19 07:13:52.679265
107,CIMBT,CIMB THAI BANK PUBLIC COMPANY LIMITED,Financials,Banking,SET,www.cimbthai.com,2018-04-22 04:29:36.769613,2018-04-22 04:29:36.769613
109,CK,CH. KARNCHANG PUBLIC COMPANY LIMITED,Property & Construction,Construction Services,SET100 / SETCLMV / SETTHSI,www.ch-karnchang.co.th,2018-04-22 04:29:36.780639,2021-01-26 15:42:35.072982
110,CKP,CK POWER PUBLIC COMPANY LIMITED,Resources,Energy & Utilities,SET100 / SETCLMV / SETTHSI,www.ckpower.co.th,2018-04-22 04:29:36.786546,2021-01-26 15:42:35.074601
118,COM7,COM7 PUBLIC COMPANY LIMITED,Services,Commerce,SET100 / SETTHSI / SETWB,www.comseven.com,2018-04-22 04:29:36.850933,2022-01-15 03:54:48.294861
120,CPALL,CP ALL PUBLIC COMPANY LIMITED,Services,Commerce,SET50 / SETTHSI / SETWB,www.cpall.co.th,2018-04-22 04:29:36.861963,2019-11-19 07:13:52.736028
121,CPF,CHAROEN POKPHAND FOODS PUBLIC COMPANY LIMITED,Agro & Food Industry,Food & Beverage,SET50 / SETCLMV / SETHD / SETTHSI / SETWB,www.cpfworldwide.com,2018-04-22 04:29:36.867977,2021-07-07 03:33:38.893396
123,CPI,CHUMPORN PALM OIL INDUSTRY PUBLIC COMPANY LIMITED,Agro & Food Industry,Food & Beverage,SET,www.cpi-th.com,2018-04-22 04:29:36.878447,2018-04-22 04:29:36.878447
125,CPN,CENTRAL PATTANA PUBLIC COMPANY LIMITED,Property & Construction,Property Development,SET50 / SETTHSI,www.centralpattana.co.th,2018-04-22 04:29:36.889481,2020-07-06 13:23:58.874529
126,CPNCG,CPN COMMERCIAL GROWTH LEASEHOLD PROPERTY FUND,Property & Construction,Property Fund & REITs,SET,www.cpncg.com,2018-04-22 04:29:36.894495,2018-04-22 04:29:36.894495
127,CPNREIT,CPN RETAIL GROWTH LEASEHOLD REIT,Property & Construction,Property Fund & REITs,SET,www.cpnreit.com,2018-04-22 04:29:36.900508,2018-04-22 04:29:36.900508
133,CSC,CROWN SEAL PUBLIC COMPANY LIMITED,Industrials,Packaging,SET,www.crownseal.co.th,2018-04-22 04:29:36.935013,2018-04-22 04:29:36.935013
135,CSP,CSP STEEL CENTER PUBLIC COMPANY LIMITED,Industrials,Steel and Metal Products,SET,www.cspsteel.com,2018-04-22 04:29:36.945056,2021-08-22 18:22:07.343124
137,CSS,COMMUNICATION AND SYSTEM SOLUTION PUBLIC COMPANY LIMITED,Services,Commerce,SET,www.cssthai.com,2018-04-22 04:29:36.980401,2018-07-04 15:30:18.847062
138,CTW,CHAROONG THAI WIRE & CABLE PUBLIC COMPANY LIMITED,Industrials,Industrial Materials & Machinery,sSET,www.ctw.co.th,2018-04-22 04:29:36.986424,2021-07-07 03:33:38.904978
139,CWT,CHAI WATANA TANNERY GROUP PUBLIC COMPANY LIMITED,Industrials,Automotive,SET,www.cwt.co.th,2018-04-22 04:29:36.992433,2018-04-22 04:29:36.992433
140,DCC,DYNASTY CERAMIC PUBLIC COMPANY LIMITED,Property & Construction,Construction Materials,SET,www.dynastyceramic.com,2018-04-22 04:29:36.998448,2020-07-06 13:23:58.968247
141,DCON,DCON PRODUCTS PUBLIC COMPANY LIMITED,Property & Construction,Construction Materials,SET,www.dconproduct.com,2018-04-22 04:29:37.004166,2018-04-22 04:29:37.004166
143,DDD,DO DAY DREAM PUBLIC COMPANY LIMITED,Consumer Products,Personal Products & Pharmaceuticals,sSET,www.dodaydream.com,2018-04-22 04:29:37.014603,2019-03-03 03:45:01.305276
144,DELTA,DELTA ELECTRONICS (THAILAND) PUBLIC COMPANY LIMITED,Technology,Electronic Components,SET,www.deltathailand.com,2018-04-22 04:29:37.019171,2022-01-15 03:54:48.313276
145,DEMCO,DEMCO PUBLIC COMPANY LIMITED,Resources,Energy & Utilities,sSET,www.demco.co.th,2018-04-22 04:29:37.025187,2022-01-15 03:54:48.315012
146,DIF,DIGITAL TELECOMMUNICATIONS INFRASTRUCTURE FUND,Technology,Information & Communication Technology,SET,www.digital-tif.com,2018-04-22 04:29:37.030748,2018-04-22 04:29:37.030748
149,DRT,DIAMOND BUILDING PRODUCTS PUBLIC COMPANY LIMITED,Property & Construction,Construction Materials,sSET / SETCLMV / SETTHSI,www.dbp.co.th,2018-04-22 04:29:37.045816,2021-07-07 03:33:38.915472
151,DUSIT,DUSIT THANI PUBLIC COMPANY LIMITED,Services,Tourism & Leisure,SET,www.dusit.com,2018-04-22 04:29:37.057835,2018-04-22 04:29:37.057835
153,EA,ENERGY ABSOLUTE PUBLIC COMPANY LIMITED,Resources,Energy & Utilities,SET50 / SETTHSI,www.energyabsolute.co.th,2018-04-22 04:29:37.068618,2019-03-03 03:45:01.336519
155,EASTW,EASTERN WATER RESOURCES DEVELOPMENT AND MANAGEMENT PCL.,Resources,Energy & Utilities,SETTHSI,www.eastwater.com,2018-04-22 04:29:37.079301,2022-01-15 03:54:48.323945
157,ECL,EASTERN COMMERCIAL LEASING PUBLIC COMPANY LIMITED,Financials,Finance & Securities,SET,www.ecl.co.th,2018-04-22 04:29:37.090608,2018-07-04 15:30:18.907810
160,EGATIF,"NORTH BANGKOK POWER PLANT BLOCK 1 INFRASTRUCTURE FUND, ELECTRICITY GENERATING AUTHORITY OF THAILAND",Resources,Energy & Utilities,SET,www.ktam.co.th,2018-04-22 04:29:37.128806,2018-04-22 04:29:37.128806
161,EGCO,ELECTRICITY GENERATING PUBLIC COMPANY LIMITED,Resources,Energy & Utilities,SET50 / SETCLMV / SETHD / SETTHSI,www.egco.com,2018-04-22 04:29:37.133820,2021-07-07 03:33:38.927763
163,EKH,EKACHAI MEDICAL CARE PUBLIC COMPANY LIMITED,Services,Health Care Services,sSET,www.ekachaihospital.com,2018-04-22 04:29:37.145852,2019-03-03 03:45:01.389899
166,EPG,EASTERN POLYMER GROUP PUBLIC COMPANY LIMITED,Property & Construction,Construction Materials,SET100 / SETTHSI,www.epg.co.th,2018-04-22 04:29:37.160534,2022-01-15 03:54:48.333385
167,ERW,THE ERAWAN GROUP PUBLIC COMPANY LIMITED,Services,Tourism & Leisure,sSET,www.theerawan.com,2018-04-22 04:29:37.166527,2021-01-26 15:42:35.141154
169,ESSO,ESSO (THAILAND) PUBLIC COMPANY LIMITED,Resources,Energy & Utilities,SET100,www.esso.co.th,2018-04-22 04:29:37.176564,2018-04-22 04:29:37.176564
170,ESTAR,EASTERN STAR REAL ESTATE PUBLIC COMPANY LIMITED,Property & Construction,Property Development,SET,www.estarpcl.com,2018-04-22 04:29:37.182426,2019-11-19 07:13:52.892653
172,EVER,EVERLAND PUBLIC COMPANY LIMITED,Property & Construction,Property Development,SET,www.everland.co.th,2018-04-22 04:29:37.193489,2018-04-22 04:29:37.193489
179,FNS,FINANSA PUBLIC COMPANY LIMITED,Financials,Finance & Securities,SET,www.finansa.com,2018-04-22 04:29:37.233293,2018-04-22 04:29:37.233293
181,FORTH,FORTH CORPORATION PUBLIC COMPANY LIMITED,Technology,Information & Communication Technology,SET100,www.forth.co.th,2018-04-22 04:29:37.263172,2018-07-04 15:30:18.973918
182,FPI,FORTUNE PARTS INDUSTRY PUBLIC COMPANY LIMITED,Industrial,Industrial,mai,www.fpiautoparts.com,2018-04-22 04:29:37.269188,2022-01-15 03:54:48.337431
183,FSMART,FORTH SMART SERVICE PUBLIC COMPANY LIMITED,Services,Services,mai,www.boonterm.com,2018-04-22 04:29:37.274741,2022-01-15 03:54:48.339147
184,FSS,FINANSIA SYRUS SECURITIES PUBLIC COMPANY LIMITED,Financials,Finance & Securities,SET,www.fnsyrus.com,2018-04-22 04:29:37.279759,2018-04-22 04:29:37.279759
185,FUTUREPF,FUTURE PARK LEASEHOLD PROPERTY FUND,Property & Construction,Property Fund & REITs,SET,investor.futurepark.co.th,2018-04-22 04:29:37.284776,2020-07-06 13:23:59.124460
187,GBX,GLOBLEX HOLDING MANAGEMENT PUBLIC COMPANY LIMITED,Financials,Finance & Securities,SET,www.globlexholding.co.th,2018-04-22 04:29:37.296299,2018-04-22 04:29:37.296299
188,GC,GLOBAL CONNECTIONS PUBLIC COMPANY LIMITED,Industrials,Petrochemicals & Chemicals,SET,www.gc.co.th,2018-04-22 04:29:37.301817,2018-04-22 04:29:37.301817
192,GFPT,GFPT PUBLIC COMPANY LIMITED,Agro & Food Industry,Agribusiness,sSET / SETTHSI,www.gfpt.co.th,2018-04-22 04:29:37.323052,2021-07-07 03:33:38.947518
193,GGC,GLOBAL GREEN CHEMICALS PUBLIC COMPANY LIMITED,Industrials,Petrochemicals & Chemicals,sSET,www.ggcplc.com,2018-04-22 04:29:37.328350,2022-01-15 03:54:48.345135
197,GLAND,GRAND CANAL LAND PUBLIC COMPANY LIMITED,Property & Construction,Property Development,SET,www.grandcanalland.com,2018-04-22 04:29:37.352434,2018-04-22 04:29:37.352434
198,GLOBAL,SIAM GLOBAL HOUSE PUBLIC COMPANY LIMITED,Services,Commerce,SET50 / SETCLMV / SETTHSI / SETWB,www.globalhouse.co.th,2018-04-22 04:29:37.357482,2022-01-15 03:54:48.347920
201,GPI,GRAND PRIX INTERNATIONAL PUBLIC COMPANY LIMITED,Services,Media & Publishing,SET,www.grandprix.co.th,2018-04-22 04:29:37.374492,2018-04-22 04:29:37.374492
202,GPSC,GLOBAL POWER SYNERGY PUBLIC COMPANY LIMITED,Resources,Energy & Utilities,SET50 / SETTHSI,www.gpscgroup.com,2018-04-22 04:29:37.379505,2020-07-06 13:23:59.171298
203,GRAMMY,GMM GRAMMY PUBLIC COMPANY LIMITED,Services,Media & Publishing,SET,www.gmmgrammy.com,2018-04-22 04:29:37.384527,2018-04-22 04:29:37.384527
207,GULF,GULF ENERGY DEVELOPMENT PUBLIC COMPANY LIMITED,Resources,Energy & Utilities,SET50 / SETCLMV / SETTHSI,www.gulf.co.th,2018-04-22 04:29:37.407179,2020-07-06 13:23:59.186921
208,GUNKUL,GUNKUL ENGINEERING PUBLIC COMPANY LIMITED,Resources,Energy & Utilities,SET100 / SETCLMV / SETHD / SETTHSI,www.gunkul.com,2018-04-22 04:29:37.412361,2022-01-15 03:54:48.354239
209,GVREIT,GOLDEN VENTURES LEASEHOLD REAL ESTATE INVESTMENT TRUST,Property & Construction,Property Fund & REITs,SET,www.gvreit.com,2018-04-22 04:29:37.417731,2018-04-22 04:29:37.417731
211,HANA,HANA MICROELECTRONICS PUBLIC COMPANY LIMITED,Technology,Electronic Components,SET100 / SETTHSI,www.hanagroup.com,2018-04-22 04:29:37.428662,2022-01-15 03:54:48.357226
213,HFT,HWA FONG RUBBER (THAILAND) PUBLIC COMPANY LIMITED,Industrials,Automotive,sSET,www.duro.co.th,2018-04-22 04:29:37.440209,2021-01-26 15:42:35.183758
214,HMPRO,HOME PRODUCT CENTER PUBLIC COMPANY LIMITED,Services,Commerce,SET50 / SETTHSI / SETWB,www.homepro.co.th,2018-04-22 04:29:37.445149,2019-11-19 07:13:53.063306
217,WHAIR,HEMARAJ LEASEHOLD REAL ESTATE INVESTMENT TRUST,Property & Construction,Property Fund & REITs,SET,www.hemarajreit.com,2018-04-22 04:29:37.460955,2018-04-22 04:29:37.460955
218,HTC,HAAD THIP PUBLIC COMPANY LIMITED,Agro & Food Industry,Food & Beverage,sSET / SETTHSI,www.haadthip.com,2018-04-22 04:29:37.465972,2021-01-26 15:42:35.188349
219,HTECH,HALCYON TECHNOLOGY PUBLIC COMPANY LIMITED,Industrials,Industrial Materials & Machinery,SET,www.halcyon.co.th,2018-04-22 04:29:37.473017,2018-04-22 04:29:37.473017
220,HUMAN,HUMANICA PUBLIC COMPANY LIMITED,Technology,Information & Communication Technology,sSET,www.humanica.com,2018-04-22 04:29:37.478004,2019-03-03 03:45:01.552636
222,ICC,I.C.C. INTERNATIONAL PUBLIC COMPANY LIMITED,Consumer Products,Fashion,SET,www.icc.co.th,2018-04-22 04:29:37.491040,2018-04-22 04:29:37.491040
223,ICHI,ICHITAN GROUP PUBLIC COMPANY LIMITED,Agro & Food Industry,Food & Beverage,sSET / SETCLMV,www.ichitangroup.com,2018-04-22 04:29:37.497375,2022-01-15 03:54:48.366205
224,IFS,IFS CAPITAL (THAILAND) PUBLIC COMPANY LIMITED,Financials,Finance & Securities,SET,www.ifscapthai.com,2018-04-22 04:29:37.503427,2018-04-22 04:29:37.503427
225,IHL,INTERHIDES PUBLIC COMPANY LIMITED,Industrials,Automotive,SET,www.interhides.com,2018-04-22 04:29:37.508941,2020-07-06 13:23:59.249405
226,III,TRIPLE I LOGISTICS PUBLIC COMPANY LIMITED,Services,Transportation & Logistics,sSET,www.iii-logistics.com,2018-04-22 04:29:37.514550,2018-07-04 15:30:19.107569
227,ILINK,INTERLINK COMMUNICATION PUBLIC COMPANY LIMITED,Technology,Information & Communication Technology,sSET,www.interlink.co.th,2018-04-22 04:29:37.520607,2022-01-15 03:54:48.370502
228,IMPACT,IMPACT GROWTH REAL ESTATE INVESTMENT TRUST,Property & Construction,Property Fund & REITs,SET,www.impactgrowthreit.com,2018-04-22 04:29:37.526616,2018-04-22 04:29:37.526616
230,INET,INTERNET THAILAND PUBLIC COMPANY LIMITED,Technology,Information & Communication Technology,SET,www.inet.co.th,2018-04-22 04:29:37.537645,2018-04-22 04:29:37.537645
231,INTUCH,INTOUCH HOLDINGS PUBLIC COMPANY LIMITED,Technology,Information & Communication Technology,SET50 / SETCLMV / SETHD / SETTHSI,www.intouchcompany.com,2018-04-22 04:29:37.543662,2020-07-06 13:23:59.265028
232,IRC,INOUE RUBBER (THAILAND) PUBLIC COMPANY LIMITED,Industrials,Automotive,SET,www.ircthailand.com,2018-04-22 04:29:37.549417,2018-04-22 04:29:37.549417
234,IRPC,IRPC PUBLIC COMPANY LIMITED,Resources,Energy & Utilities,SET50 / SETCLMV / SETTHSI,https://www.irpc.co.th,2018-04-22 04:29:37.559947,2021-07-07 03:33:38.981788
237,ITEL,INTERLINK TELECOM PUBLIC COMPANY LIMITED,Technology,,mai,www.interlinktelecom.co.th,2018-04-22 04:29:37.577356,2018-04-22 04:29:37.577356
238,IVL,INDORAMA VENTURES PUBLIC COMPANY LIMITED,Industrials,Petrochemicals & Chemicals,SET50 / SETTHSI,www.indoramaventures.com,2018-04-22 04:29:37.583373,2021-07-07 03:33:38.986666
239,J,JAS ASSET PUBLIC COMPANY LIMITED,Property & Construction,Property Development,SET,www.jasasset.co.th,2018-04-22 04:29:37.589225,2018-04-22 04:29:37.589225
240,JAS,JASMINE INTERNATIONAL PUBLIC COMPANY LIMITED,Technology,Information & Communication Technology,SET,www.jasmine.com,2018-04-22 04:29:37.595254,2022-01-15 03:54:48.384652
241,3BBIF,JASMINE BROADBAND INTERNET INFRASTRUCTURE FUND,Technology,Information & Communication Technology,SET,www.jas-if.com,2018-04-22 04:29:37.600684,2019-03-03 03:45:01.621634
243,JKN,JKN GLOBAL MEDIA PUBLIC COMPANY LIMITED,Services,Media & Publishing,sSET,www.jknglobal.com,2018-04-22 04:29:37.611607,2021-01-26 15:42:35.219760
244,JMART,JAY MART PUBLIC COMPANY LIMITED,Technology,Information & Communication Technology,SET50,www.jaymart.co.th,2018-04-22 04:29:37.616395,2021-01-26 15:42:35.221412
245,JMT,JMT NETWORK SERVICES PUBLIC COMPANY LIMITED,Financials,Finance & Securities,SET50,www.jmtnetwork.co.th,2018-04-22 04:29:37.621811,2020-07-06 13:23:59.311892
247,JTS,JASMINE TECHNOLOGY SOLUTION PUBLIC COMPANY LIMITED,Technology,Information & Communication Technology,SET,www.jts.co.th,2018-04-22 04:29:37.632809,2022-01-15 03:54:48.388932
248,JUBILE,JUBILEE ENTERPRISE PUBLIC COMPANY LIMITED,Consumer Products,Consumer Products,mai,www.jubileediamond.co.th,2018-04-22 04:29:37.638851,2022-01-15 03:54:48.392446
250,SJWD,JWD INFOLOGISTICS PUBLIC COMPANY LIMITED,Services,Transportation & Logistics,sSET / SETTHSI,www.jwd-group.com,2018-04-22 04:29:37.649875,2019-03-03 03:45:01.652876
251,KAMART,KARMARTS PUBLIC COMPANY LIMITED,Services,Commerce,sSET,www.karmarts.co.th,2018-04-22 04:29:37.655871,2018-04-22 04:29:37.655871
253,KBANK,KASIKORNBANK PUBLIC COMPANY LIMITED,Financials,Banking,SET50 / SETCLMV / SETTHSI,www.kasikornbank.com,2018-04-22 04:29:37.666906,2021-07-07 03:33:39.000085
255,KCAR,KRUNGTHAI CAR RENT AND LEASE PUBLIC COMPANY LIMITED,Financials,Finance & Securities,SET,www.krungthai.co.th,2018-04-22 04:29:37.677513,2019-03-03 03:45:01.668497
256,KCE,KCE ELECTRONICS PUBLIC COMPANY LIMITED,Technology,Electronic Components,SET50,www.kcethai.in.th,2018-04-22 04:29:37.683528,2021-07-07 03:33:39.002893
259,KGI,KGI SECURITIES (THAILAND) PUBLIC COMPANY LIMITED,Financials,Finance & Securities,sSET,www.kgieworld.co.th,2018-04-22 04:29:37.700145,2018-04-22 04:29:37.700145
262,KKP,KIATNAKIN PHATRA BANK PUBLIC COMPANY LIMITED,Financials,Banking,SET100 / SETCLMV / SETHD / SETTHSI,https://bank.kkpfg.com/,2018-04-22 04:29:37.718149,2021-01-26 15:42:35.243795
264,KSL,KHON KAEN SUGAR INDUSTRY PUBLIC COMPANY LIMITED,Agro & Food Industry,Food & Beverage,SETCLMV,www.kslgroup.com,2018-04-22 04:29:37.730213,2022-01-15 03:54:48.399815
265,KTB,KRUNG THAI BANK PUBLIC COMPANY LIMITED,Financials,Banking,SET50 / SETHD / SETTHSI,https://krungthai.com,2018-04-22 04:29:37.736219,2021-01-26 15:42:35.248093
266,KTC,KRUNGTHAI CARD PUBLIC COMPANY LIMITED,Financials,Finance & Securities,SET50 / SETTHSI,www.ktc.co.th,2018-04-22 04:29:37.741708,2020-07-06 13:23:59.374408
267,KTIS,KASET THAI INTERNATIONAL SUGAR CORPORATION PUBLIC COMPANY LIMITED,Agro & Food Industry,Food & Beverage,SET,www.ktisgroup.com,2018-04-22 04:29:37.748131,2018-04-22 04:29:37.748131
270,KYE,KANG YONG ELECTRIC PUBLIC COMPANY LIMITED,Consumer Products,Home & Office Products,SET,www.mitsubishi-kye.com,2018-04-22 04:29:37.763843,2018-07-04 15:30:19.279572
