name,date,price,maxp,minp,qty,opnp
TFFIF,2025-10-07,6.1,6.15,6.1,2860203,6.1
WHAIR,2025-10-08,6.05,6.05,6.0,429935,6.0
TFFIF,2025-10-08,6.1,6.15,6.05,1558103,6.1
WHAIR,2025-10-09,5.9,6.05,5.9,754616,6.0
TFFIF,2025-10-09,6.1,6.15,6.1,2684880,6.1
TFFIF,2025-10-10,6.1,6.15,6.1,1549832,6.15
WHAIR,2025-10-10,6.0,6.0,5.9,710938,5.95
WHAIR,2025-10-14,5.9,6.0,5.9,673302,5.95
TFFIF,2025-10-14,6.05,6.15,6.05,2331809,6.1
WHAIR,2025-10-15,5.9,6.0,5.9,306509,5.95
TFFIF,2025-10-15,6.1,6.1,6.05,5345929,6.05
WHAIR,2025-10-16,5.9,5.95,5.9,295431,5.9
TFFIF,2025-10-16,6.05,6.1,6.05,1571527,6.1
WHAIR,2025-10-17,5.95,5.95,5.85,201506,5.95
TFFIF,2025-10-17,6.05,6.1,6.05,3330604,6.05
WHAIR,2025-10-20,5.85,5.9,5.85,157921,5.9
TFFIF,2025-10-20,6.05,6.1,6.05,638758,6.05
WHAIR,2025-10-21,6.0,6.0,5.85,541511,5.85
TFFIF,2025-10-21,6.1,6.1,6.05,2767531,6.05
WHAIR,2025-10-22,6.0,6.0,5.95,190517,6.0
TFFIF,2025-10-22,6.1,6.1,6.05,2789042,6.05
TFFIF,2025-10-24,6.05,6.1,6.05,1431808,6.1
WHAIR,2025-10-24,5.95,6.05,5.95,599782,6.0
WHAIR,2025-10-27,5.95,6.0,5.95,165360,6.0
TFFIF,2025-10-27,6.05,6.1,6.05,1077936,6.05
WHAIR,2025-10-29,6.1,6.1,6.0,479721,6.0
TFFIF,2025-10-29,6.05,6.1,6.05,821590,6.1
WHAIR,2025-10-30,6.15,6.15,6.1,442511,6.1
TFFIF,2025-10-30,6.1,6.1,6.05,1157005,6.05
WHAIR,2025-10-31,6.05,6.15,6.05,242935,6.1
