name,date,price,maxp,minp,qty,opnp
TTLPF,2021-05-24,23.1,23.2,22.8,4622,23.2
TTLPF,2021-05-25,23.1,23.1,23.1,5042,23.1
TTLPF,2021-05-27,23.3,23.3,23.1,11012,23.3
TTLPF,2021-05-28,23.0,23.2,22.4,1101,22.4
TTLPF,2021-05-31,23.0,23.0,22.1,3200,23.0
TTLPF,2021-06-01,23.0,23.0,22.7,1201,22.7
TTLPF,2021-06-02,22.9,23.0,22.8,3110,22.8
TTLPF,2021-06-04,23.0,24.5,22.8,13904,22.9
TTLPF,2021-06-07,22.9,23.0,22.8,28103,23.0
TTLPF,2021-06-08,22.9,22.9,22.9,5501,22.9
TTLPF,2021-06-09,22.9,22.9,22.9,6701,22.9
TTLPF,2021-06-10,22.9,23.0,22.9,3709,23.0
TTLPF,2021-06-11,22.9,22.9,22.9,3000,22.9
TTLPF,2021-06-14,23.0,23.5,22.9,4360,23.4
TTLPF,2021-06-15,23.0,23.2,23.0,2801,23.2
TTLPF,2021-06-16,23.1,23.2,23.1,1921,23.2
TTLPF,2021-06-17,23.1,23.2,22.7,4102,23.2
TTLPF,2021-06-18,23.0,23.0,22.8,8944,22.9
TTLPF,2021-06-21,23.0,23.0,22.5,27164,22.7
TTLPF,2021-06-22,23.0,23.0,23.0,851,23.0
TTLPF,2021-06-23,23.3,23.3,23.3,112,23.3
TTLPF,2021-06-24,23.2,23.2,23.0,1951,23.2
TTLPF,2021-06-25,23.1,23.1,22.7,2901,22.7
TTLPF,2021-06-28,22.9,23.0,22.9,4910,23.0
TTLPF,2021-06-29,22.9,22.9,22.7,21201,22.8
TTLPF,2021-06-30,22.9,22.9,22.8,2700,22.9
TTLPF,2021-07-01,22.9,23.0,22.9,4000,22.9
TTLPF,2021-07-02,22.9,23.0,22.9,3701,23.0
TTLPF,2021-07-05,22.8,22.8,22.8,7118,22.8
TTLPF,2021-07-06,23.0,23.0,23.0,201,23.0
TTLPF,2021-07-07,22.9,22.9,22.9,4001,22.9
TTLPF,2021-07-08,22.8,22.8,22.8,3601,22.8
TTLPF,2021-07-09,22.9,22.9,22.1,7700,22.1
TTLPF,2021-07-12,22.7,22.9,20.5,1400,22.9
TTLPF,2021-07-14,22.9,22.9,22.9,1101,22.9
TTLPF,2021-07-16,23.0,23.0,22.9,11440,22.9
TTLPF,2021-07-21,22.9,23.2,22.9,209,23.2
TTLPF,2021-07-22,22.9,23.0,22.4,402,23.0
TTLPF,2021-07-23,22.8,22.8,22.8,502,22.8
TTLPF,2021-07-27,22.8,23.0,22.5,2200,23.0
TTLPF,2021-07-29,22.9,22.9,22.9,100,22.9
TTLPF,2021-07-30,22.8,22.8,22.8,100,22.8
TTLPF,2021-08-02,22.8,22.8,22.8,1000,22.8
TTLPF,2021-08-03,22.8,22.8,22.7,1700,22.7
TTLPF,2021-08-04,22.8,22.8,22.2,1303,22.2
