name,qtrly,shares,amount,net,xdate,paiddate,cost_amt,pct,actual
CPNREIT,0.28,55000,15400.0,13860.0,2026-05-28,2026-06-11,990000.0,1.4,1
DIF,0.2222,45000,9999.0,8999.1,2026-05-15,2026-06-10,571500.0,1.57,1
GVREIT,0.1946,69000,13427.4,12084.66,2026-05-26,2026-06-11,534750.0,2.26,1
IVL,0.175,7200,1260.0,1134.0,2026-05-28,2026-06-12,288000.0,0.39,1
TFFIF,0.1204,25000,3010.0,2709.0,2026-05-27,2026-06-16,182500.0,1.48,1
WHAIR,0.1325,50000,6625.0,5962.5,2026-03-05,2026-03-27,435000.0,1.37,0
WHART,0.1915,20000,3830.0,3447.0,2026-05-19,2026-06-05,246000.0,1.4,1
