id,name,year,quarter,q_amt,y_amt,aq_amt,ay_amt,q_eps,y_eps,aq_eps,ay_eps,ticker_id,publish_date
4035,ADVANC,2016,2,9596304,9848673,17699049,19745536,3.23,3.31,5.94,6.64,6,2017-02-28
4036,ADVANC,2016,3,6529416,8615533,24198465,28361069,2.2,2.9,8.14,9.54,6,2017-02-28
4037,ADVANC,2016,4,6468073,10791341,30666538,39152410,2.17,3.63,10.31,13.17,6,2017-02-28
4038,ADVANC,2017,1,7692550,8072745,7692550,8072745,2.59,2.72,2.59,2.72,6,2017-02-28
4039,AIT,2011,1,95647,53959,95647,53959,0.032,0.059334,0.096,0.059334,11,2017-02-28
4040,AIT,2011,2,84243,130660,179890,184619,0.028222000000000004,0.137334,0.180666,0.198,11,2017-02-28
4041,AIT,2011,3,128759,56064,308649,240683,0.042665999999999996,0.057999999999999996,0.308666,0.255334,11,2017-02-28
4042,AIT,2011,4,130271,142532,438920,381491,0.043112,0.159334,0.438,0.400666,11,2017-02-28
4043,AIT,2012,1,91813,95467,91813,95647,0.030222,0.096,0.090666,0.096,11,2017-02-28
4044,AIT,2012,2,77893,84243,169706,179890,0.025556000000000002,0.08466599999999999,0.167334,0.180666,11,2017-02-28
4045,AIT,2012,3,88781,128759,258487,308649,0.029112,0.128,0.254666,0.308666,11,2017-02-28
4046,AIT,2012,4,109106,130271,367593,438920,0.035334,0.129334,0.36066600000000004,0.438,11,2017-02-28
4047,AIT,2013,1,147706,93351,147706,93351,0.144,0.092,0.144,0.092,11,2017-02-28
4048,AIT,2013,2,150730,72707,298436,166058,0.146,0.072,0.289334,0.16399999999999998,11,2017-02-28
4049,AIT,2013,3,108235,89289,406671,255347,0.10400000000000001,0.08666599999999999,0.394,0.247334,11,2017-02-28
4050,AIT,2013,4,160946,111629,567617,366976,0.156,0.10800000000000001,0.55,0.356,11,2017-02-28
4051,AIT,2014,1,199172,147706,199172,147706,0.194,0.144,0.194,0.144,11,2017-02-28
4052,AIT,2014,2,285022,150730,484194,298436,0.27599999999999997,0.438,0.47000000000000003,0.868,11,2017-02-28
4053,AIT,2014,3,87980,108235,572174,406671,0.086,0.314,0.554,1.182,11,2017-02-28
4054,AIT,2014,4,86385,160946,658559,567617,0.08399999999999999,1.154,0.638,1.548,11,2017-02-28
4055,AIT,2015,1,142443,199172,142443,199172,0.13799999999999998,0.194,0.13799999999999998,0.194,11,2017-02-28
4056,AIT,2015,2,124398,285022,266842,484194,0.12,0.27599999999999997,0.258,0.47000000000000003,11,2017-02-28
4057,AIT,2015,3,148835,87980,415677,572174,0.144,0.086,0.40199999999999997,0.554,11,2017-02-28
4058,AIT,2015,4,116832,86385,532509,658559,0.11399999999999999,0.08399999999999999,0.516,0.638,11,2017-02-28
4059,AIT,2016,1,107953,142443,107953,142443,0.10400000000000001,0.13799999999999998,0.10400000000000001,0.13799999999999998,11,2017-02-28
4060,AIT,2016,2,108499,124398,216452,266842,0.10600000000000001,0.12,0.21000000000000002,0.258,11,2017-02-28
4061,AIT,2016,3,102034,148835,318486,415677,0.098,0.144,0.308,0.40199999999999997,11,2017-02-28
4062,AIT,2016,4,110906,116832,429392,532509,0.10800000000000001,0.11399999999999999,0.41600000000000004,0.516,11,2017-02-28
4063,AIT,2017,1,133318,107953,133318,107953,0.13,0.10400000000000001,0.13,0.10400000000000001,11,2017-02-28
4064,AMATA,2011,1,112049,120551,112049,120551,0.11,0.11,0.11,0.11,21,2017-02-28
4065,AMATA,2011,2,167703,140694,279752,261245,0.16,0.13,0.26,0.24,21,2017-02-28
4066,AMATA,2011,3,173626,265921,453378,527166,0.16,0.25,0.42,0.49,21,2017-02-28
4067,AMATA,2011,4,478825,488000,932203,695906,0.45,0.46,0.87,0.65,21,2017-02-28
4068,AMATA,2012,1,198115,112049,198115,112049,0.19,0.11,0.19,0.11,21,2017-02-28
4069,AMATA,2012,2,191665,167703,389780,279752,0.18,0.16,0.37,0.26,21,2017-02-28
4070,AMATA,2012,3,387572,141742,829342,435875,0.36,0.13,0.78,0.41,21,2017-02-28
4071,AMATA,2012,4,615194,464632,1444536,900507,0.57,0.43,1.35,0.84,21,2017-02-28
4072,AMATA,2013,1,130671,310080,130671,310080,0.12,0.29,0.12,0.29,21,2017-02-28
4073,AMATA,2013,2,684076,185135,814747,495215,0.64,0.17,0.76,0.46,21,2017-02-28
4074,AMATA,2013,3,626096,342169,1440843,837384,0.59,0.32,1.35,0.78,21,2017-02-28
4075,AMATA,2013,4,74739,663828,1515582,1501212,0.07,0.63,1.42,1.41,21,2017-02-28
4076,AMATA,2014,1,432786,130671,432786,130671,0.41,0.12,0.41,0.12,21,2017-02-28
4077,AMATA,2014,2,-12008,684076,420778,814747,-0.01,0.64,0.39,0.76,21,2017-02-28
4078,AMATA,2014,3,137569,626096,558347,1440843,0.13,0.59,0.52,1.35,21,2017-02-28
4079,AMATA,2014,4,1665625,74739,2223972,1515582,1.56,0.07,2.08,1.42,21,2017-02-28
4080,AMATA,2015,1,133099,432786,133099,432786,0.12,0.41,0.12,0.41,21,2017-02-28
4081,AMATA,2015,2,443563,-12008,576662,420778,0.42,-0.01,0.54,0.39,21,2017-02-28
4082,AMATA,2015,3,456791,137569,1033453,558347,0.43,0.13,0.97,0.52,21,2017-02-28
4083,AMATA,2015,4,182569,1665625,1216022,2223972,0.17,1.56,1.14,2.08,21,2017-02-28
4084,AMATA,2016,1,80271,133099,80271,133099,0.08,0.13,0.08,0.13,21,2017-02-28
4085,AMATA,2016,2,191811,443563,272082,576662,0.18,0.42,0.25,0.54,21,2017-02-28
4086,AMATA,2016,3,183043,456791,455125,1033453,0.17,0.43,0.43,0.97,21,2017-02-28
4087,AMATA,2016,4,743148,182569,1198273,1216022,0.69,0.17,1.12,1.14,21,2017-02-28
4088,AMATA,2017,1,250629,80271,250629,80271,0.235,0.075,0.235,0.075,21,2017-02-28
4089,AOT,2011,1,682929,798047,682929,798047,0.48,0.56,0.48,0.56,24,2017-02-28
4090,AOT,2011,2,1712542,1776964,2395471,2575011,1.2,1.24,1.68,1.8,24,2017-02-28
4091,AOT,2011,3,-26774,-516228,2368697,2058703,-0.02,-0.36,1.66,1.44,24,2017-02-28
4092,AOT,2011,4,159602,-642809,2528299,2039245,0.11,-0.45,1.77,1.43,24,2017-02-28
4093,AOT,2012,1,1257175,917984,1257175,917984,0.88,0.64,0.88,0.64,24,2017-02-28
4094,AOT,2012,2,2996369,1788064,4253544,2706048,2.1,1.25,2.98,1.89,24,2017-02-28
4095,AOT,2012,3,702199,216667,4955743,2922715,0.49,0.15,3.47,2.05,24,2017-02-28
4096,AOT,2012,4,1544003,-707892,6499746,2214823,1.08,-0.5,4.55,1.55,24,2017-02-28
4097,AOT,2013,1,3432506,1257175,3432506,1257175,2.4,0.88,2.4,0.88,24,2017-02-28
4098,AOT,2013,2,4508642,2996369,7941148,4253544,3.16,2.1,5.56,2.98,24,2017-02-28
4099,AOT,2013,3,3152449,702199,11093597,4955743,2.21,0.49,7.77,3.47,24,2017-02-28
4100,AOT,2013,4,5253748,1544003,16347345,6499746,3.67,1.08,11.44,4.55,24,2017-02-28
4101,AOT,2014,1,3773185,3432506,3773185,3432506,2.64,2.4,2.64,2.4,24,2017-02-28
4102,AOT,2014,2,3694703,4508642,7467888,7941148,2.59,3.16,5.23,5.56,24,2017-02-28
4103,AOT,2014,3,2479462,3152449,9947350,11093597,1.74,2.21,6.96,7.77,24,2017-02-28
4104,AOT,2014,4,2273023,5253748,12220373,16347345,1.59,3.67,8.55,11.44,24,2017-02-28
4105,AOT,2015,1,3913070,3773185,3913070,3773185,2.74,2.64,2.74,2.64,24,2017-02-28
4106,AOT,2015,2,4890399,3694703,8803469,7467888,3.42,2.59,6.16,5.23,24,2017-02-28
4107,AOT,2015,3,4077218,2477555,12861175,9879541,2.85,1.73,9.0,6.92,24,2017-02-28
4108,AOT,2015,4,5867473,2340832,18728648,12220373,4.11,1.63,13.11,8.55,24,2017-02-28
4109,AOT,2016,1,4626011,3913070,4626011,3913070,3.24,2.74,3.24,2.74,24,2017-02-28
4110,AOT,2016,2,5566616,4890399,10192627,8803469,3.9,3.42,7.13,6.16,24,2017-02-28
4111,AOT,2016,3,5064526,4075257,15257153,12878726,3.55,2.85,10.68,9.02,24,2017-02-28
4112,AOT,2016,4,4314303,5849922,19571456,18728648,3.02,4.09,13.7,13.11,24,2017-02-28
4113,AOT,2017,1,5084219,4626011,5084219,4626011,3.56,3.24,3.56,3.24,24,2017-02-28
4114,AOT,2017,2,6470138,5493306,11496126,10061809,0.45,0.38,0.8,0.7,24,2017-02-28
4115,AP,2011,1,132172,1237659,132172,1237659,0.047,0.442,0.047,0.442,25,2017-02-28
4116,AP,2011,2,468115,286287,600287,1523946,0.166,0.102,0.213,0.544,25,2017-02-28
4117,AP,2011,3,603369,90648,1203656,1614594,0.214,0.032,0.428,0.576,25,2017-02-28
4118,AP,2011,4,347270,132000,1550926,2227659,0.123,0.047,0.551,0.794,25,2017-02-28
4119,AP,2012,1,421329,132172,421329,132172,0.149,0.047,0.149,0.047,25,2017-02-28
4120,AP,2012,2,575689,468115,997018,600287,0.204,0.166,0.353,0.213,25,2017-02-28
4121,AP,2012,3,429595,603369,1426613,1203656,0.151,0.214,0.504,0.428,25,2017-02-28
4122,AP,2012,4,902650,347270,2329263,1550926,0.318,0.123,0.822,0.551,25,2017-02-28
4123,AP,2013,1,222685,394777,222685,394777,0.078,0.14,0.078,0.14,25,2017-02-28
4124,AP,2013,2,452153,489904,674838,884681,0.158,0.173,0.236,0.313,25,2017-02-28
4125,AP,2013,3,405587,412810,1080425,1297491,0.142,0.145,0.378,0.458,25,2017-02-28
4126,AP,2013,4,932874,888244,2013299,2185735,0.326,0.313,0.704,0.771,25,2017-02-28
4127,AP,2014,1,259702,222685,259702,222685,0.091,0.078,0.091,0.078,25,2017-02-28
4128,AP,2014,2,711724,452153,971426,674838,0.249,0.158,0.34,0.236,25,2017-02-28
4129,AP,2014,3,1035557,405587,2006983,1080425,0.362,0.142,0.702,0.378,25,2017-02-28
4130,AP,2014,4,608472,932874,2615455,2013299,0.129,0.262,0.831,0.64,25,2017-02-28
4131,AP,2015,1,559951,259702,559591,259702,0.178,0.083,0.178,0.083,25,2017-02-28
4132,AP,2015,2,642659,711724,1202250,971426,0.204,0.226,0.382,0.309,25,2017-02-28
4133,AP,2015,3,745062,1035557,1947312,2006983,0.237,0.329,0.619,0.638,25,2017-02-28
4134,AP,2015,4,676066,608472,2623378,2615455,0.215,0.193,0.834,0.831,25,2017-02-28
4135,AP,2016,1,454775,559591,454775,559591,0.145,0.178,0.145,0.178,25,2017-02-28
4136,AP,2016,2,525981,642659,980756,1202250,0.167,0.204,0.312,0.382,25,2017-02-28
4137,AP,2016,3,456548,745062,1437304,1947312,0.145,0.237,0.457,0.619,25,2017-02-28
4138,AP,2016,4,1265257,676066,2702561,2623378,0.402,0.24,0.859,0.859,25,2017-02-28
4139,AP,2017,1,548646,454775,548646,454775,0.174,0.145,0.174,0.145,25,2017-02-28
4165,BANPU,2011,1,9162997,2695093,9162997,2695093,3.372,0.992,3.372,3.372,47,2017-02-28
4166,BANPU,2011,2,3160907,3777093,12323904,6472186,1.163,1.387,4.535,4.535,47,2017-02-28
4167,BANPU,2011,3,4207537,13286328,16531441,19758514,1.548,4.889,6.083,6.083,47,2017-02-28
4168,BANPU,2011,4,3528389,4922815,20059830,24880171,1.299,1.812,7.382,7.382,47,2017-02-28
4169,BANPU,2012,1,2784900,9162997,2784900,9162997,1.025,3.372,1.025,1.025,47,2017-02-28
4170,BANPU,2012,2,2734082,3160907,5518983,12323904,1.006,1.163,2.031,2.031,47,2017-02-28
4171,BANPU,2012,3,2261701,4207537,7780684,16531441,0.832,1.548,2.863,2.863,47,2017-02-28
4172,BANPU,2012,4,1512511,3528389,9293195,20059830,0.556,1.299,3.419,3.419,47,2017-02-28
4173,BANPU,2013,1,925100,2229975,925100,2229975,0.34,0.821,0.34,0.34,47,2017-02-28
4174,BANPU,2013,2,629337,2130209,1554437,4360164,0.241,0.784,0.595,0.595,47,2017-02-28
4175,BANPU,2013,3,951129,1905703,2505566,6265867,0.368,0.701,0.97,2.306,47,2017-02-28
4176,BANPU,2013,4,645431,2175353,3150997,8441220,0.25,0.8,1.22,3.106,47,2017-02-28
4177,BANPU,2014,1,1800951,752340,1800951,752340,0.698,0.2777,0.698,0.277,47,2017-02-28
4178,BANPU,2014,2,682045,417931,2482996,1170271,0.264,0.16,0.962,0.448,47,2017-02-28
4179,BANPU,2014,3,131002,693356,2613998,1863627,0.051,0.269,1.012,0.722,47,2017-02-28
4180,BANPU,2014,4,65634,-180723,2679632,2324843,0.026,-0.07,1.038,0.9,47,2017-02-28
4181,BANPU,2015,1,69259,1804942,69259,1804942,0.027,0.699,0.027,0.699,47,2017-02-28
4182,BANPU,2015,2,-54331,686006,14928,2490948,-0.021,0.266,0.006,0.965,47,2017-02-28
4183,BANPU,2015,3,-72267,134929,-57339,2625877,-0.028,0.052,-0.022,1.017,47,2017-02-28
4184,BANPU,2015,4,-1476909,69652,-1534248,2695529,-0.572,0.027,-0.594,1.044,47,2017-02-28
4185,BANPU,2016,1,-183760,69259,-183760,69259,-0.071,0.027,-0.071,0.027,47,2017-02-28
4186,BANPU,2016,2,281778,-54331,98018,14928,0.096,-0.021,0.036,0.006,47,2017-02-28
4187,BANPU,2016,3,70118,-72267,168136,-57339,0.017,-0.028,0.052,-0.022,47,2017-02-28
4188,BANPU,2016,4,1508979,-1476909,1677115,-1534248,0.41,-0.572,0.462,-0.594,47,2017-02-28
4189,BANPU,2017,1,1434616,212740,1434616,212740,0.289,0.043,0.289,0.043,47,2017-02-28
4216,BBL,2011,1,6323367,5287516,6323367,5287516,3.31,2.77,3.31,2.77,50,2017-02-28
4217,BBL,2011,2,7405810,6787089,13874620,12770161,3.88,3.56,7.27,6.69,50,2017-02-28
4218,BBL,2011,3,7551159,6173797,21425778,18943958,3.96,3.23,11.22,9.92,50,2017-02-28
4219,BBL,2011,4,5911861,5514068,27337639,24593421,3.1,2.88,14.32,12.88,50,2017-02-28
4220,BBL,2012,1,8083985,6468809,8083985,6468809,4.24,3.39,4.24,3.39,50,2017-02-28
4221,BBL,2012,2,8873586,7405810,16957571,13874620,4.65,3.88,8.88,7.27,50,2017-02-28
4222,BBL,2012,3,7802595,7551159,24760166,21425778,4.09,3.96,12.97,11.22,50,2017-02-28
4223,BBL,2012,4,8261297,5911861,33021463,27337639,4.33,3.1,17.3,14.32,50,2017-02-28
4224,BBL,2013,1,9014184,8361126,9014184,8361126,4.72,4.38,4.72,4.38,50,2017-02-28
4225,BBL,2013,2,10250367,8664878,19264551,17026004,5.37,4.54,10.09,8.92,50,2017-02-28
4226,BBL,2013,3,8954693,7402269,28219245,24428273,4.69,3.88,14.78,12.8,50,2017-02-28
4227,BBL,2013,4,7686320,7419108,35905565,31847381,4.03,3.88,18.81,16.68,50,2017-02-28
4228,BBL,2014,1,8965122,9014184,8965122,9014184,4.7,4.72,4.7,4.72,50,2017-02-28
4229,BBL,2014,2,9029216,10250367,17994338,19264551,4.73,5.37,9.43,10.09,50,2017-02-28
4230,BBL,2014,3,9574654,8954693,27568693,28219245,5.02,4.69,14.44,14.78,50,2017-02-28
4231,BBL,2014,4,8763484,7686320,36332177,35905565,4.59,4.03,19.03,18.81,50,2017-02-28
4232,BBL,2015,1,9406901,8965122,9406901,8965122,4.93,4.7,4.93,4.7,50,2017-02-28
4233,BBL,2015,2,8035326,9029216,17442225,17994338,4.21,4.73,9.14,9.43,50,2017-02-28
4234,BBL,2015,3,9057193,9574654,26499419,27568992,4.74,5.02,13.88,14.44,50,2017-02-28
4235,BBL,2015,4,7681209,8763185,34180628,36332177,4.03,4.59,17.91,19.03,50,2017-02-28
4236,BBL,2016,1,8317185,9406901,8317185,9406901,4.36,4.93,4.36,4.93,50,2017-02-28
4237,BBL,2016,2,7169413,8035326,15486597,17442225,3.76,4.21,8.11,9.14,50,2017-02-28
4238,BBL,2016,3,8060800,9057193,23547398,26499419,4.22,4.74,12.34,13.88,50,2017-02-28
4239,BBL,2016,4,8267447,7681209,31814845,34180628,4.33,4.03,16.67,17.91,50,2017-02-28
4240,BBL,2017,1,8304700,8317185,8304700,8317185,4.35,4.36,4.35,4.36,50,2017-02-28
4241,BBL,2017,2,8047006,7169413,16351706,15486597,4.22,3.76,8.57,8.11,50,2017-02-28
4242,BCH,2011,1,143121,164850,143121,164850,0.09,0.1,0.09,0.1,51,2017-02-28
4243,BCH,2011,2,174233,137172,317355,302022,0.09,0.07,0.16,0.15,51,2017-02-28
4244,BCH,2011,3,194866,183639,512220,485661,0.1,0.09,0.26,0.24,51,2017-02-28
4245,BCH,2011,4,160737,153000,672957,638854,0.08,0.38,0.34,0.32,51,2017-02-28
4246,BCH,2012,1,223783,143121,223783,143121,0.11,0.07,0.11,0.07,51,2017-02-28
4247,BCH,2012,2,220411,174233,444194,317355,0.11,0.09,0.22,0.16,51,2017-02-28
4248,BCH,2012,3,238744,194866,682939,512220,0.12,0.1,0.34,0.26,51,2017-02-28
4249,BCH,2012,4,227354,160737,910293,672957,0.12,0.08,0.46,0.34,51,2017-02-28
4250,BCH,2013,1,177922,223326,177922,223326,0.09,0.11,0.09,0.11,51,2017-02-28
4251,BCH,2013,2,106333,218585,284255,443651,0.04,0.09,0.11,0.18,51,2017-02-28
4252,BCH,2013,3,167402,238034,451657,679957,0.07,0.1,0.18,0.27,51,2017-02-28
4253,BCH,2013,4,133087,228538,584744,908495,0.05,0.09,0.23,0.36,51,2017-02-28
4254,BCH,2014,1,139246,177922,139246,177922,0.06,0.07,0.06,0.07,51,2017-02-28
4255,BCH,2014,2,110400,106333,249646,284255,0.04,0.04,0.1,0.11,51,2017-02-28
4256,BCH,2014,3,128305,167402,377951,451657,0.05,0.07,0.15,0.18,51,2017-02-28
4257,BCH,2014,4,143915,133087,521866,584744,0.06,0.05,0.21,0.23,51,2017-02-28
4258,BCH,2015,1,94794,139246,94794,139246,0.04,0.06,0.04,0.06,51,2017-02-28
4259,BCH,2015,2,98202,110400,192996,249646,0.0394,0.0443,0.0774,0.1001,51,2017-02-28
4260,BCH,2015,3,143662,128305,336658,377951,0.06,0.05,0.14,0.15,51,2017-02-28
4261,BCH,2015,4,190673,143915,527331,521866,0.07,0.06,0.21,0.21,51,2017-02-28
4262,BCH,2016,1,155717,94794,155717,94794,0.06,0.04,0.06,0.04,51,2017-02-28
4263,BCH,2016,2,156294,98202,312011,192996,0.06,0.04,0.13,0.08,51,2017-02-28
4264,BCH,2016,3,243160,143662,555171,336658,0.1,0.06,0.22,0.14,51,2017-02-28
4265,BCH,2016,4,197922,190673,753093,527331,0.08,0.07,0.3,0.21,51,2017-02-28
4266,BCH,2017,1,164788,155717,164788,155717,0.07,0.06,0.07,0.06,51,2017-02-28
4267,BCP,2011,1,1424123,773999,1424123,773999,1.14,0.66,1.14,0.66,52,2017-02-28
4268,BCP,2011,2,3021220,432291,4445343,1206290,2.33,0.37,3.5,1.03,52,2017-02-28
4269,BCP,2011,3,604041,503884,5049384,1710175,0.44,0.43,3.87,1.46,52,2017-02-28
4270,BCP,2011,4,560772,1088892,5610156,2796239,0.37,0.93,4.24,2.39,52,2017-02-28
4271,BCP,2012,1,2438322,1424123,2438322,1424123,1.77,1.14,1.77,1.14,52,2017-02-28
4272,BCP,2012,2,-384632,3021220,2053690,4445343,-0.28,2.33,1.49,3.5,52,2017-02-28
4273,BCP,2012,3,1071884,604041,3125574,5049384,0.78,0.44,2.27,3.87,52,2017-02-28
4274,BCP,2012,4,1146987,560772,4272561,5610156,0.83,0.37,3.1,4.24,52,2017-02-28
4275,BCP,2013,1,2198290,2428322,2198290,2428322,1.6,1.77,1.6,1.77,52,2017-02-28
4276,BCP,2013,2,406843,-384632,2605133,2053690,0.3,-0.28,1.89,1.49,52,2017-02-28
4277,BCP,2013,3,1359366,1071884,3964499,3125574,0.99,0.78,2.88,2.27,52,2017-02-28
4278,BCP,2013,4,688426,1146987,4652925,4272561,0.5,0.83,3.38,3.1,52,2017-02-28
4279,BCP,2014,1,1561781,2196718,1561781,2196718,1.13,1.6,1.13,1.6,52,2017-02-28
4280,BCP,2014,2,1258110,406857,2819891,2603575,0.91,0.3,2.05,1.89,52,2017-02-28
4281,BCP,2014,3,380984,1359053,3200875,3962628,0.28,0.99,2.32,2.88,52,2017-02-28
4282,BCP,2014,4,-2489287,687514,711588,4652013,-1.8,0.5,0.52,3.38,52,2017-02-28
4283,BCP,2015,1,1037248,1561781,1037248,1561781,0.75,1.13,0.75,1.13,52,2017-02-28
4284,BCP,2015,2,2793919,1258110,3831167,2819891,2.03,0.91,2.78,2.05,52,2017-02-28
4285,BCP,2015,3,431897,378205,4263064,3198095,0.31,0.27,3.1,2.32,52,2017-02-28
4286,BCP,2015,4,-112300,-2502179,4150764,695916,-0.09,-1.81,3.01,0.51,52,2017-02-28
4287,BCP,2016,1,46597,1037248,46597,1037248,0.03,0.75,0.03,0.75,52,2017-02-28
4288,BCP,2016,2,2417016,2793919,2463613,3831167,1.76,2.03,1.79,2.78,52,2017-02-28
4289,BCP,2016,3,1178303,431897,3641916,4263064,0.86,0.31,2.64,3.1,52,2017-02-28
4290,BCP,2016,4,1131468,-112300,4773384,4150764,0.83,-0.09,3.47,3.01,52,2017-02-28
4291,BCP,2017,1,2083809,268890,2083809,268890,1.51,0.2,1.51,0.2,52,2017-02-28
4292,BDMS,2011,1,835789,753570,835789,753570,0.67,0.62,0.67,0.62,54,2017-02-28
4293,BDMS,2011,2,1386584,316404,2222373,1069974,0.92,0.26,1.61,0.88,54,2017-02-28
4294,BDMS,2011,3,1272979,733124,3495352,1803098,0.82,0.6,2.44,1.48,54,2017-02-28
4295,BDMS,2011,4,890595,491965,4385987,2295063,0.56,0.4,3.0,1.88,54,2017-02-28
4296,BDMS,2012,1,3226937,835789,3226937,835789,2.09,0.67,2.09,0.67,54,2017-02-28
4297,BDMS,2012,2,1293481,1386584,4520418,2222373,0.84,0.92,2.92,1.61,54,2017-02-28
4298,BDMS,2012,3,2010961,1272979,6531379,3495352,1.3,0.82,4.23,2.44,54,2017-02-28
4299,BDMS,2012,4,1405568,890635,7936947,4385987,0.91,0.56,5.14,3.0,54,2017-02-28
4300,BDMS,2013,1,1948318,3194412,1948318,3194412,0.126,0.207,0.126,0.207,54,2017-02-28
4301,BDMS,2013,2,1347009,1280125,3295327,4474537,0.087,0.083,0.213,0.29,54,2017-02-28
4302,BDMS,2013,3,1549082,1985518,4844409,6460055,0.1,0.13,0.313,0.418,54,2017-02-28
4303,BDMS,2013,4,1417056,1389166,6261465,7849221,0.09,0.09,0.41,0.51,54,2017-02-28
4304,BDMS,2014,1,2075258,1948318,2075258,1948318,0.13,0.13,0.13,0.13,54,2017-02-28
4305,BDMS,2014,2,1500871,1347009,3576129,3295327,0.1,0.09,0.23,0.21,54,2017-02-28
4306,BDMS,2014,3,1927900,1549082,5504029,4844409,0.12,0.1,0.36,0.31,54,2017-02-28
4307,BDMS,2014,4,1889494,1417056,7393523,6261465,0.12,0.09,0.48,0.4,54,2017-02-28
4308,BDMS,2015,1,2288794,2075258,2288794,2075258,0.15,0.13,0.15,0.13,54,2017-02-28
4309,BDMS,2015,2,1491478,1500871,3780272,3576129,0.1,0.1,0.24,0.23,54,2017-02-28
4310,BDMS,2015,3,2087425,1927900,5867697,5504029,0.13,0.12,0.38,0.36,54,2017-02-28
4311,BDMS,2015,4,2049777,1889494,7917474,7393523,0.13,0.12,0.51,0.48,54,2017-02-28
4312,BDMS,2016,1,2406272,2288794,2406272,2288794,0.16,0.15,0.16,0.15,54,2017-02-28
4313,BDMS,2016,2,1669393,1491478,4075665,3780272,0.11,0.1,0.26,0.24,54,2017-02-28
4314,BDMS,2016,3,2333778,2087425,6409443,5867697,0.15,0.13,0.41,0.38,54,2017-02-28
4315,BDMS,2016,4,1977035,2153019,8386478,8020716,0.13,0.14,0.54,0.52,54,2017-02-28
4316,BDMS,2017,1,1973628,1974931,1973628,1974931,0.13,0.13,0.13,0.13,54,2017-02-28
4342,BH,2011,1,415825,369235,415825,369235,0.57,0.51,0.57,0.51,61,2017-02-28
4343,BH,2011,2,343992,167423,759817,536658,0.47,0.23,1.04,0.74,61,2017-02-28
4344,BH,2011,3,454027,377099,1213844,913757,0.62,0.52,1.67,1.25,61,2017-02-28
4345,BH,2011,4,374188,344000,1588032,1258495,0.51,0.48,2.18,1.73,61,2017-02-28
4346,BH,2012,1,582646,415825,582646,415825,0.8,0.57,0.8,0.57,61,2017-02-28
4347,BH,2012,2,500171,343992,1082817,759817,0.69,0.47,1.49,1.04,61,2017-02-28
4348,BH,2012,3,1179710,454027,2262527,1213844,1.62,0.62,3.11,1.67,61,2017-02-28
4349,BH,2012,4,404204,374188,2666731,1588032,0.55,0.51,3.66,2.18,61,2017-02-28
4350,BH,2013,1,613020,580980,613020,580980,0.84,0.8,0.84,0.8,61,2017-02-28
4351,BH,2013,2,578834,498934,1191854,1079914,0.79,0.68,1.64,1.48,61,2017-02-28
4352,BH,2013,3,702505,1074639,1894359,2154553,0.96,1.48,2.6,2.96,61,2017-02-28
4353,BH,2013,4,626423,403240,2520782,2557793,0.86,0.55,3.46,3.51,61,2017-02-28
