id,name,year,quarter,q_amt,y_amt,aq_amt,ay_amt,q_eps,y_eps,aq_eps,ay_eps,ticker_id,publish_date
6792,VIBHA,2013,2,83507,71262,172033,128225,0.08,0.07,0.16,0.12,610,2017-02-28
6793,VIBHA,2013,3,236677,148358,408709,276584,0.21,0.14,0.37,0.26,610,2017-02-28
6794,VIBHA,2013,4,137470,114960,546179,391544,0.11,0.11,0.48,0.37,610,2017-02-28
6795,VIBHA,2014,1,155630,88525,155630,88525,0.12,0.08,0.12,0.08,610,2017-02-28
6796,VIBHA,2014,2,123477,83507,279107,172033,0.1,0.08,0.22,0.16,610,2017-02-28
6797,VIBHA,2014,3,138397,236677,417504,408709,0.11,0.21,0.33,0.37,610,2017-02-28
6798,VIBHA,2014,4,178605,137470,596109,546179,0.014,0.011,0.047,0.048,610,2017-02-28
6799,VIBHA,2015,1,178494,155630,178494,155630,0.0142,0.0124,0.0142,0.0124,610,2017-02-28
6800,VIBHA,2015,2,118787,123477,297281,279107,0.0094,0.0098,0.0236,0.0222,610,2017-02-28
6801,VIBHA,2015,3,202802,138397,500083,417504,0.0161,0.011,0.0398,0.0332,610,2017-02-28
6802,VIBHA,2015,4,235571,178605,735654,596109,0.0192,0.0138,0.059,0.047,610,2017-02-28
6803,VIBHA,2016,1,144907,178494,144907,178494,0.0115,0.0142,0.0115,0.0142,610,2017-02-28
6804,VIBHA,2016,2,104173,118787,249080,297281,0.0083,0.0094,0.0198,0.0236,610,2017-02-28
6805,VIBHA,2016,3,226865,202802,475944,500083,0.018,0.0161,0.0377,0.0398,610,2017-02-28
6806,VIBHA,2016,4,202700,235571,678644,735654,0.0156,0.0187,0.0533,0.0585,610,2017-02-28
6807,VIBHA,2017,1,153619,144907,153619,144907,0.0117,0.0115,0.0117,0.0115,610,2017-02-28
6808,AEONTS,2012,1,286867,225692,286867,225692,1.15,0.9,1.15,0.9,7,2017-02-28
6809,AEONTS,2012,2,368559,253976,655426,479667,1.47,1.02,2.62,1.92,7,2017-02-28
6810,AEONTS,2012,3,487143,-520087,1142566,-40420,1.95,-2.08,4.57,-0.16,7,2017-02-28
6811,AEONTS,2012,4,545900,201492,1688466,161072,2.18,0.8,6.75,0.64,7,2017-02-28
6812,AEONTS,2013,1,568628,286864,568628,286864,2.27,1.15,2.27,1.15,7,2017-02-28
6813,AEONTS,2013,2,684054,368559,1252682,655427,2.74,1.47,5.01,2.62,7,2017-02-28
6814,AEONTS,2013,3,642134,487143,1894817,1142566,2.57,1.95,7.58,4.57,7,2017-02-28
6815,AEONTS,2013,4,606618,545900,2501435,1688466,2.43,2.18,10.01,6.75,7,2017-02-28
6816,AEONTS,2014,1,586482,568628,586482,568628,2.35,2.27,2.35,2.27,7,2017-02-28
6817,AEONTS,2014,2,674289,684054,1260771,1252682,2.7,2.74,5.04,5.01,7,2017-02-28
6818,AEONTS,2014,3,568441,642134,1829211,1894817,2.27,2.57,7.31,7.58,7,2017-02-28
6819,AEONTS,2014,4,588323,606618,2417534,2501435,2.36,2.43,9.67,10.01,7,2017-02-28
6820,AEONTS,2015,1,523518,586482,523518,586482,2.09,2.35,2.09,2.35,7,2017-02-28
6821,AEONTS,2015,2,731308,674289,1254826,1260771,2.93,2.7,5.02,5.04,7,2017-02-28
6822,AEONTS,2015,3,549667,568441,1804493,1829211,2.2,2.27,7.22,7.31,7,2017-02-28
6823,AEONTS,2015,4,641863,588323,2446356,2417534,2.57,2.36,9.79,9.67,7,2017-02-28
6845,PTTGC,2012,1,9852191,0,9852191,0,2.19,0.0,2.19,0.0,385,2017-02-28
6846,PTTGC,2012,2,851344,0,10703535,0,0.19,0.0,2.37,0.0,385,2017-02-28
6847,PTTGC,2012,3,12909919,0,23613454,0,2.86,0.0,5.24,0.0,385,2017-02-28
6848,PTTGC,2012,4,10387821,0,34001275,0,2.3,0.0,7.54,0.0,385,2017-02-28
6849,PTTGC,2013,1,12074988,9852191,12074988,9852191,2.69,2.19,2.68,2.19,385,2017-02-28
6850,PTTGC,2013,2,4171636,1508168,16246624,11360359,0.93,0.33,3.6,2.52,385,2017-02-28
6851,PTTGC,2013,3,9609964,12878759,25856588,24239118,2.13,2.86,5.73,5.38,385,2017-02-28
6852,PTTGC,2013,4,7420827,9762157,33277415,34001275,1.65,2.16,7.38,7.54,385,2017-02-28
6853,PTTGC,2014,1,6295577,12074988,6295577,12074988,1.4,2.68,1.4,2.68,385,2017-02-28
6854,PTTGC,2014,2,6085176,4171636,12380753,16246624,1.35,0.93,2.75,3.6,385,2017-02-28
6855,PTTGC,2014,3,7590719,9609964,19971472,25856588,1.68,2.13,4.43,5.73,385,2017-02-28
6856,PTTGC,2014,4,-4935443,7283116,15036029,33139704,-1.1,1.62,3.33,7.35,385,2017-02-28
6857,PTTGC,2015,1,5631148,6320165,5631148,6320165,1.25,1.4,1.25,1.4,385,2017-02-28
6858,PTTGC,2015,2,8973882,6173132,14605030,12493297,1.99,1.37,3.24,2.77,385,2017-02-28
6859,PTTGC,2015,3,1207269,7658358,15812299,20151655,0.27,1.7,3.51,4.47,385,2017-02-28
6860,PTTGC,2015,4,4690199,-4780145,20502498,15371510,1.04,-1.06,4.55,3.41,385,2017-02-28
6861,PTTGC,2016,1,4707139,5631148,4707139,5631148,1.06,1.25,1.06,1.25,385,2017-02-28
6862,PTTGC,2016,2,4924399,8973882,9631538,14605030,1.1,1.99,2.16,3.24,385,2017-02-28
6863,PTTGC,2016,3,6225898,1207269,15857435,15812299,1.4,0.27,3.55,3.51,385,2017-02-28
6864,PTTGC,2016,4,9744198,4690199,25601633,20502498,2.19,1.04,5.74,4.55,385,2017-02-28
6865,PTTGC,2017,1,13181753,4707139,13181753,4707139,2.96,1.06,2.96,1.06,385,2017-02-28
6908,VGI,2012,1,159890,80348,159890,80348,0.4,0.4,0.4,0.4,609,2017-02-28
6909,VGI,2012,2,253099,96469,412989,176817,0.46,0.48,0.88,0.885,609,2017-02-28
6910,VGI,2012,3,270654,66741,683643,243558,0.455,0.335,1.335,1.22,609,2017-02-28
6911,VGI,2012,4,224986,35453,907986,278453,0.365,0.17,1.7,1.39,609,2017-02-28
6912,VGI,2013,1,307816,160473,307816,160473,0.0465,0.0355,0.0465,0.0355,609,2017-02-28
6913,VGI,2013,2,327800,253347,635616,413820,0.05,0.04,0.095,0.08,609,2017-02-28
6914,VGI,2013,3,317281,263121,952897,676941,0.045,0.04,0.14,0.115,609,2017-02-28
6915,VGI,2013,4,192829,224659,1145726,901600,0.025,0.03,0.165,0.145,609,2017-02-28
6916,VGI,2014,1,257280,307816,257280,307816,0.035,0.045,0.035,0.045,609,2017-02-28
6917,VGI,2014,2,264416,327800,521697,635616,0.04,0.05,0.075,0.095,609,2017-02-28
6918,VGI,2014,3,300840,317281,822537,952897,0.09,0.09,0.24,0.28,609,2017-02-28
6919,VGI,2014,4,15219,192829,837576,1145726,-0.12,-0.11,0.12,0.17,609,2017-02-28
6920,VGI,2015,1,239656,257280,239656,257280,0.03,0.04,0.03,0.04,609,2017-02-28
6921,VGI,2015,2,259180,264416,498836,521697,0.04,0.04,0.07,0.08,609,2017-02-28
6922,VGI,2015,3,232065,300840,730901,822537,0.03,0.04,0.11,0.12,609,2017-02-28
6923,VGI,2015,4,209614,15039,940515,837576,0.03,0.0,0.14,0.12,609,2017-02-28
6924,VGI,2016,1,313266,239656,313266,239656,0.05,0.03,0.05,0.03,609,2017-02-28
6925,VGI,2016,2,197541,259180,510807,498836,0.03,0.04,0.07,0.07,609,2017-02-28
6926,VGI,2016,3,124266,232065,635073,730901,0.02,0.03,0.09,0.11,609,2017-02-28
6927,VGI,2016,4,191329,209614,826402,940515,0.03,0.03,0.12,0.14,609,2017-02-28
6928,BEAUTY,2012,3,37787,36533,122921,109465,0.023,0.731,0.135,2.189,55,2017-02-28
6929,BEAUTY,2012,4,50775,0,173696,134224,0.0,0.0,0.135,2.153,55,2017-02-28
6930,BEAUTY,2013,1,54196,38485,54196,38485,0.018,0.07,0.018,0.07,55,2017-02-28
6931,BEAUTY,2013,2,55184,47238,109381,85724,0.018,0.086,0.036,0.156,55,2017-02-28
6932,BEAUTY,2013,3,48247,37831,157627,123555,0.016,0.023,0.053,0.136,55,2017-02-28
6933,BEAUTY,2013,4,53782,49406,211409,172961,0.017,-0.001,0.07,0.135,55,2017-02-28
6934,BEAUTY,2014,1,53592,54196,53592,54196,0.018,0.018,0.018,0.018,55,2017-02-28
6935,BEAUTY,2014,2,61570,55184,115163,109381,0.021,0.018,0.038,0.036,55,2017-02-28
6936,BEAUTY,2014,3,81257,48247,196420,157627,0.027,0.016,0.065,0.053,55,2017-02-28
6937,BEAUTY,2014,4,104739,49343,301159,206970,0.035,0.016,0.1,0.069,55,2017-02-28
6938,BEAUTY,2015,1,76003,52267,76003,52267,0.025,0.017,0.025,0.017,55,2017-02-28
6939,BEAUTY,2015,2,93615,60681,169618,112948,0.03,0.02,0.06,0.04,55,2017-02-28
6940,BEAUTY,2015,3,101902,80151,271520,193098,0.03,0.03,0.09,0.06,55,2017-02-28
6941,BEAUTY,2015,4,130973,108061,402493,301159,0.04,0.04,0.13,0.1,55,2017-02-28
6942,BEAUTY,2016,1,129224,76003,129224,76003,0.04,0.03,0.04,0.03,55,2017-02-28
6943,BEAUTY,2016,2,138723,93615,267947,169618,0.05,0.03,0.09,0.06,55,2017-02-28
6944,BEAUTY,2016,3,210250,101902,478197,271520,0.07,0.03,0.16,0.09,55,2017-02-28
6945,BEAUTY,2016,4,177809,130973,656006,402493,0.06,0.04,0.22,0.13,55,2017-02-28
6946,BEAUTY,2017,1,199652,129224,199652,129224,0.07,0.04,0.07,0.04,55,2017-02-28
6947,BKIH,2012,3,58711,552688,330846,1503573,0.77,7.27,4.35,19.77,68,2017-02-28
6948,BKIH,2012,4,294919,-1451547,625765,52026,3.88,-19.09,8.23,0.68,68,2017-02-28
6949,BKIH,2013,1,389502,44091,389502,44091,3.66,0.41,3.66,0.41,68,2017-02-28
6950,BKIH,2013,2,526271,132498,915773,276589,4.94,1.24,8.6,2.6,68,2017-02-28
6951,BKIH,2013,3,550097,154621,1465871,431210,5.17,1.45,13.77,4.05,68,2017-02-28
6952,BKIH,2013,4,282595,232742,1748466,663952,2.65,2.19,16.42,6.24,68,2017-02-28
6953,BKIH,2014,1,627191,389502,627191,389502,5.89,3.66,5.89,3.66,68,2017-02-28
6954,BKIH,2014,2,411750,526271,1038941,915773,3.87,4.94,9.76,8.6,68,2017-02-28
6955,BKIH,2014,3,863155,550097,1902096,1465871,8.11,5.17,17.87,13.77,68,2017-02-28
6956,BKIH,2014,4,403651,282595,2305747,1748466,3.79,2.65,21.66,16.42,68,2017-02-28
6957,BKIH,2015,1,623744,627191,623744,627191,5.86,5.89,5.86,5.89,68,2017-02-28
6958,BKIH,2015,2,534007,411750,1157751,1038941,5.02,3.87,10.87,9.76,68,2017-02-28
6959,BKIH,2015,3,698279,863155,1856030,1902096,6.56,8.11,17.43,17.87,68,2017-02-28
6960,BKIH,2015,4,486296,395695,2342326,2297791,4.57,3.71,22.0,21.58,68,2017-02-28
6961,BKIH,2016,1,522140,623744,522140,623744,4.9,5.86,4.9,5.86,68,2017-02-28
6962,BKIH,2016,2,768183,534007,1290323,1157751,7.22,5.02,12.12,10.87,68,2017-02-28
6963,BKIH,2016,3,766275,698279,2056598,1856030,7.2,6.56,19.32,17.43,68,2017-02-28
6964,BKIH,2016,4,369190,486296,2425788,2342326,3.46,4.57,22.78,22.0,68,2017-02-28
6965,EA,2012,3,5431,-18062,69767,52158,0.002,-0.006,0.022,0.018,148,2017-02-28
6966,EA,2012,4,37280,10858,107047,63016,0.012,0.004,0.034,0.022,148,2017-02-28
6967,EA,2013,1,83253,36117,83253,36117,0.023,0.012,0.023,0.012,148,2017-02-28
6968,EA,2013,2,60501,28219,143755,64336,0.017,0.009,0.039,0.021,148,2017-02-28
6969,EA,2013,3,27891,5431,171645,69767,0.008,0.002,0.047,0.022,148,2017-02-28
6970,EA,2013,4,96278,37280,267923,107047,0.026,0.012,0.073,0.034,148,2017-02-28
6971,EA,2014,1,459958,83253,459958,83253,0.12,0.023,0.12,0.023,148,2017-02-28
6972,EA,2014,2,408431,60501,868389,143755,0.11,0.02,0.23,0.04,148,2017-02-28
6973,EA,2014,3,372787,27890,1241176,171645,0.1,0.01,0.33,0.05,148,2017-02-28
6974,EA,2014,4,367281,95107,1608457,266752,0.1,0.023,0.43,0.07,148,2017-02-28
6975,EA,2015,1,579904,459958,579904,459958,0.16,0.12,0.16,0.12,148,2017-02-28
6976,EA,2015,2,741204,408431,1321108,868389,0.2,0.11,0.35,0.23,148,2017-02-28
6977,EA,2015,3,715303,372787,2036411,1241176,0.19,0.1,0.55,0.33,148,2017-02-28
6978,EA,2015,4,650511,367281,2686922,1608457,0.17,0.1,0.72,0.43,148,2017-02-28
6979,EA,2016,1,710889,579904,710889,579904,0.19,0.16,0.19,0.16,148,2017-02-28
6980,EA,2016,2,992367,741204,1703256,1321108,0.27,0.0,0.46,0.35,148,2017-02-28
6981,EA,2016,3,718012,715303,2421268,2036411,0.19,0.19,0.65,0.55,148,2017-02-28
6982,EA,2016,4,830238,650511,3251506,2686922,0.22,0.17,0.87,0.72,148,2017-02-28
6983,EA,2017,1,979467,710889,979467,710889,0.26,0.19,0.26,0.19,148,2017-02-28
6984,WHA,2012,3,14943,339284,188642,387376,0.04,2.0,0.5,2.28,619,2017-02-28
6985,WHA,2012,4,24651,18100,213293,405476,0.03,-0.09,0.53,2.19,619,2017-02-28
6986,WHA,2013,1,121909,166160,121909,166160,0.2,0.36,0.2,0.36,619,2017-02-28
6987,WHA,2013,2,22191,8113,144100,174273,0.04,0.02,0.24,0.38,619,2017-02-28
6988,WHA,2013,3,29847,14820,173947,189094,0.03,0.02,0.19,0.28,619,2017-02-28
6989,WHA,2013,4,1289511,23323,1463458,212417,1.4,0.02,1.59,0.3,619,2017-02-28
6990,WHA,2014,1,31723,121909,31723,121909,0.03,0.19,0.03,0.19,619,2017-02-28
6991,WHA,2014,2,27982,22191,59705,144100,0.03,0.03,0.06,0.22,619,2017-02-28
6992,WHA,2014,3,5244,29847,64949,173947,0.005,0.03,0.07,0.18,619,2017-02-28
6993,WHA,2014,4,913666,1289511,978615,1463458,0.95,1.33,1.02,1.52,619,2017-02-28
6994,WHA,2015,1,-4547,31723,-4547,31723,0.0,0.003,0.0,0.003,619,2017-02-28
6995,WHA,2015,2,226081,27982,221533,59705,0.0229,0.0029,0.0256,0.0062,619,2017-02-28
6996,WHA,2015,3,-52741,5244,168792,64949,-0.0039,0.0005,0.0135,0.0066,619,2017-02-28
6997,WHA,2015,4,1784938,913666,1953730,978615,0.1424,0.0929,0.1559,0.0995,619,2017-02-28
6998,WHA,2016,1,119925,-4547,119925,-4547,0.008,0.0,0.008,0.0,619,2017-02-28
6999,WHA,2016,2,334491,226081,454416,221533,0.0234,0.0172,0.0317,0.0187,619,2017-02-28
7000,WHA,2016,3,42563,-52741,496976,168792,0.003,-0.0039,0.0347,0.0135,619,2017-02-28
7001,WHA,2016,4,2401180,1784938,2898156,1953730,0.1677,0.1424,0.2024,0.1559,619,2017-02-28
7098,BTSGIF,2013,3,1266072,0,3763614,0,0.2187,0.0,0.6502,0.0,84,2017-02-28
7099,BTSGIF,2013,4,1290392,0,5054006,0,0.2229,0.0,0.8731,0.0,84,2017-02-28
7100,BTSGIF,2014,1,885328,1182111,885328,1182111,0.153,0.2042,0.153,0.2042,84,2017-02-28
7101,BTSGIF,2014,2,1201814,1315431,2087142,2497542,0.2076,0.2273,0.3606,0.4315,84,2017-02-28
7102,BTSGIF,2014,3,1237417,1266072,3324559,3763614,0.2138,0.2187,0.5744,0.6502,84,2017-02-28
7103,BTSGIF,2015,1,1150648,885328,1150648,885328,0.1988,0.153,0.1988,0.153,84,2017-02-28
7104,BTSGIF,2015,2,1216345,1201814,2366993,2087142,0.2101,0.2076,0.4089,0.3606,84,2017-02-28
7105,BTSGIF,2015,3,1212192,1237417,3579185,3324559,0.2094,0.2138,0.6183,0.5744,84,2017-02-28
7106,BTSGIF,2015,4,1831309,1105116,5410494,4429675,0.3164,0.191,0.9347,0.7654,84,2017-02-28
7107,BTSGIF,2016,1,1297102,1150648,1297102,1150648,0.2241,0.1988,0.2241,0.1988,84,2017-02-28
7108,BTSGIF,2016,2,1259446,1216345,2556548,2366993,0.2176,0.2101,0.4417,0.4089,84,2017-02-28
7109,BTSGIF,2016,3,1191668,1212192,3748216,3579185,0.2059,0.2094,0.6476,0.6183,84,2017-02-28
7110,BTSGIF,2016,4,1101258,1831309,4849474,5410494,0.1903,0.3164,0.8379,0.9347,84,2017-02-28
7126,SAWAD,2013,3,15535,18017,11021,65891,0.02,0.03,0.02,0.12,423,2017-02-28
7127,SAWAD,2013,4,564414,339165,575435,405056,0.77,1.39,0.79,1.51,423,2017-02-28
7128,SAWAD,2014,1,7189,-62465,7189,-62465,0.004,-0.033,0.004,-0.033,423,2017-02-28
7129,SAWAD,2014,2,166222,-98635,173411,-161100,0.087,-0.051,0.091,-0.084,423,2017-02-28
7130,SAWAD,2014,3,224269,162468,587632,442469,0.22,0.22,0.66,0.61,423,2017-02-28
7131,SAWAD,2014,4,267055,564414,854687,575435,0.52,1.15,1.18,1.17,423,2017-02-28
7132,SAWAD,2015,1,278123,186456,278123,186456,0.27,0.18,0.27,0.18,423,2017-02-28
7133,SAWAD,2015,2,290937,176906,569060,363362,0.29,0.17,0.56,0.36,423,2017-02-28
7134,SAWAD,2015,3,369811,224269,938870,587632,0.36,0.22,0.92,0.58,423,2017-02-28
7135,SAWAD,2015,4,397242,267055,1336112,854687,0.39,0.26,1.31,0.84,423,2017-02-28
7136,SAWAD,2016,1,420065,278123,420065,278123,0.4,0.27,0.4,0.27,423,2017-02-28
7137,SAWAD,2016,2,433894,290936,853958,569060,0.42,0.28,0.82,0.54,423,2017-02-28
7138,SAWAD,2016,3,543038,369811,1396996,938871,0.52,0.35,1.34,0.9,423,2017-02-28
7139,SAWAD,2016,4,607627,397241,2004623,1336112,0.58,0.38,1.92,1.28,423,2017-02-28
7140,SAWAD,2017,1,690154,420064,690154,420064,0.61,0.37,0.61,0.37,423,2017-02-28
7141,SENA,2013,3,59845,57286,144723,198129,0.08,0.08,0.2,0.28,437,2017-02-28
7142,SENA,2013,4,125021,98173,269744,296302,0.18,0.13,0.38,0.41,437,2017-02-28
7143,SENA,2014,1,33106,49058,33106,49058,0.05,0.07,0.05,0.07,437,2017-02-28
7144,SENA,2014,2,100462,35820,133568,84878,0.14,0.05,0.19,0.12,437,2017-02-28
7145,SENA,2014,3,119566,59845,253135,144723,0.17,0.08,0.35,0.2,437,2017-02-28
7146,SENA,2014,4,181443,125021,434578,269744,0.25,0.18,0.6,0.38,437,2017-02-28
7147,SENA,2015,1,75419,33106,75419,33106,0.098,0.046,0.098,0.046,437,2017-02-28
7148,SENA,2015,2,35388,100462,110807,133568,0.0454,0.1406,0.1421,0.1869,437,2017-02-28
7149,SENA,2015,3,60339,119566,171146,253135,0.0689,0.1673,0.2108,0.3542,437,2017-02-28
7150,SENA,2015,4,82738,181443,253884,434578,0.083,0.2445,0.2938,0.5987,437,2017-02-28
7151,SENA,2016,1,152161,75548,152161,75548,0.1333,0.0984,0.1333,0.0984,437,2017-02-28
7152,SENA,2016,2,403654,35388,555603,110807,0.354,0.0454,0.4873,0.1421,437,2017-02-28
7153,SENA,2016,3,104409,60339,660012,171146,0.0915,0.0689,0.5786,0.2108,437,2017-02-28
7154,SENA,2016,4,102534,82738,762546,253884,0.0897,0.083,0.6683,0.2938,437,2017-02-28
7155,SENA,2017,1,70704,151948,70704,151948,0.0619,0.1333,0.0619,0.1333,437,2017-02-28
7156,TKS,2013,3,84453,62273,209121,175061,0.28,0.21,0.7,0.59,534,2017-02-28
7157,TKS,2013,4,24863,44159,233984,219220,0.09,0.15,0.79,0.74,534,2017-02-28
7158,TKS,2014,1,110129,74602,110129,74602,0.34,0.23,0.34,0.23,534,2017-02-28
7159,TKS,2014,2,74490,50066,184619,124668,0.23,0.15,0.56,0.38,534,2017-02-28
7160,TKS,2014,3,62630,84453,247249,209121,0.19,0.26,0.76,0.64,534,2017-02-28
7161,TKS,2014,4,33299,24863,280548,233984,0.1,0.01,0.86,0.71,534,2017-02-28
7162,TKS,2015,1,95150,138616,95150,138616,0.26,0.38,0.26,0.38,534,2017-02-28
7163,TKS,2015,2,53458,46003,148608,184619,0.15,0.13,0.41,0.51,534,2017-02-28
7164,TKS,2015,3,66871,62630,215479,247249,0.19,0.17,0.6,0.69,534,2017-02-28
7165,TKS,2015,4,69908,23456,285387,270705,0.19,0.06,0.79,0.75,534,2017-02-28
7166,TKS,2016,1,90063,79423,90063,79423,0.25,0.22,0.25,0.22,534,2017-02-28
7167,TKS,2016,2,72650,54879,162713,134302,0.2,0.15,0.45,0.37,534,2017-02-28
7168,TKS,2016,3,94399,70240,251741,204542,0.26,0.19,0.7,0.57,534,2017-02-28
7169,TKS,2016,4,84861,80845,336602,285387,0.23,0.22,0.93,0.79,534,2017-02-28
7211,ICHI,2014,1,202388,176124,202388,176124,0.2,0.18,0.2,0.18,216,2017-02-28
7212,ICHI,2014,2,406543,352445,608931,528568,0.36,0.35,0.54,0.53,216,2017-02-28
7213,ICHI,2014,3,266198,163893,875129,692461,0.2,0.16,0.74,0.69,216,2017-02-28
7214,ICHI,2014,4,203632,0,1078761,0,0.15,0.0,0.89,0.0,216,2017-02-28
7215,ICHI,2015,1,316407,0,316407,0,0.24,0.0,0.24,0.0,216,2017-02-28
7216,ICHI,2015,2,325319,0,641726,0,0.25,0.0,0.49,0.0,216,2017-02-28
7217,ICHI,2015,3,117202,0,758928,0,0.09,0.0,0.58,0.0,216,2017-02-28
7218,ICHI,2015,4,53814,1078761,812742,1078761,0.05,0.89,0.63,0.89,216,2017-02-28
7219,ICHI,2016,1,249799,316407,249799,316407,0.19,0.24,0.19,0.24,216,2017-02-28
7220,ICHI,2016,2,142114,325319,391913,641726,0.11,0.25,0.3,0.49,216,2017-02-28
7221,ICHI,2016,3,31910,117202,423823,758928,0.02,0.09,0.33,0.58,216,2017-02-28
7222,ICHI,2016,4,-55342,53814,368481,812742,-0.05,0.05,0.28,0.63,216,2017-02-28
7223,ICHI,2017,1,62463,249799,62463,249799,0.05,0.19,0.05,0.19,216,2017-02-28
7235,MC,2014,1,206647,180728,206647,180728,0.26,0.3,0.26,0.3,291,2017-02-28
7236,MC,2014,2,173706,163901,380353,344628,0.22,0.27,0.48,0.57,291,2017-02-28
7237,MC,2014,3,135925,178396,516278,523024,0.17,0.22,0.65,0.78,291,2017-02-28
7238,MC,2014,4,195367,210417,711645,733441,0.24,0.27,0.89,1.05,291,2017-02-28
7239,MC,2015,1,195136,206647,195136,206647,0.25,0.26,0.25,0.26,291,2017-02-28
7240,MC,2015,2,174386,173706,369522,380353,0.22,0.22,0.46,0.48,291,2017-02-28
7241,MC,2015,3,112639,135925,482161,516278,0.14,0.17,0.6,0.65,291,2017-02-28
7242,MC,2015,4,249855,195367,732016,711645,0.32,0.24,0.92,0.89,291,2017-02-28
7243,MC,2016,1,202340,195136,202340,195136,0.25,0.25,0.25,0.25,291,2017-02-28
7244,MC,2016,2,191006,174386,393346,369522,0.24,0.22,0.49,0.46,291,2017-02-28
7245,MC,2016,3,132142,112639,525488,482161,0.17,0.14,0.66,0.6,291,2017-02-28
7246,MC,2016,4,317372,249855,842860,732016,0.39,0.32,1.05,0.92,291,2017-02-28
7247,MC,2017,1,231579,202340,231579,202340,0.289,0.253,0.289,0.253,291,2017-02-28
7248,MCS,2014,1,40148,136077,40148,136077,0.08,0.27,0.08,0.27,293,2017-02-28
7249,MCS,2014,2,-23380,-15957,17819,120119,-0.05,-0.03,0.04,0.24,293,2017-02-28
7250,MCS,2014,3,-7453,57687,10366,177806,-0.01,0.12,0.02,0.36,293,2017-02-28
7251,MCS,2014,4,71658,215299,82024,393105,0.14,0.43,0.16,0.79,293,2017-02-28
7252,MCS,2015,1,191278,40148,191278,40148,0.38,0.08,0.38,0.08,293,2017-02-28
7253,MCS,2015,2,153057,-23380,344335,17819,0.31,-0.05,0.69,0.04,293,2017-02-28
7254,MCS,2015,3,106170,-7453,450505,10366,0.21,-0.01,0.9,0.02,293,2017-02-28
7255,MCS,2015,4,167718,71659,618223,82025,0.34,0.14,1.24,0.16,293,2017-02-28
7256,MCS,2016,1,188696,191278,188696,191278,0.4,0.38,0.4,0.38,293,2017-02-28
7257,MCS,2016,2,278647,153057,467370,344335,0.59,0.31,0.98,0.69,293,2017-02-28
7258,MCS,2016,3,499267,104944,966637,449279,1.05,0.21,2.04,0.9,293,2017-02-28
7259,MCS,2016,4,262625,168944,1229262,618223,0.56,0.34,2.6,1.24,293,2017-02-28
7260,MCS,2017,1,-63145,188696,-63145,188696,-0.13,0.4,-0.13,0.4,293,2017-02-28
7261,SVI,2014,1,256214,223542,256214,223542,0.113,0.101,0.113,0.101,491,2017-02-28
7262,SVI,2014,2,254517,188889,510731,412431,0.11,0.08,0.23,0.18,491,2017-02-28
7263,SVI,2014,3,439481,206342,950212,618774,0.19,0.09,0.42,0.28,491,2017-02-28
7264,SVI,2014,4,-1254674,1004315,-304462,1623089,-0.55,0.44,-0.13,0.72,491,2017-02-28
7265,SVI,2015,1,275935,256214,275935,256214,0.12,0.11,0.12,0.11,491,2017-02-28
7266,SVI,2015,2,1136876,254517,1412811,510731,0.5,0.11,0.62,0.23,491,2017-02-28
7267,SVI,2015,3,144647,439481,1557458,950212,0.06,0.19,0.69,0.42,491,2017-02-28
7268,SVI,2015,4,471692,-1254674,2029150,-304462,0.21,-0.55,0.9,-0.13,491,2017-02-28
7269,SVI,2016,1,26653,275935,26653,275935,0.01,0.12,0.01,0.12,491,2017-02-28
7270,SVI,2016,2,573876,1136876,600529,1412811,0.25,0.5,0.27,0.62,491,2017-02-28
7271,SVI,2016,3,794825,144647,1395354,1557458,0.35,0.06,0.62,0.69,491,2017-02-28
7272,SVI,2016,4,207319,471692,1602673,2029150,0.09,0.21,0.71,0.9,491,2017-02-28
7273,SVI,2017,1,174155,26653,174155,26653,0.08,0.01,0.08,0.01,491,2017-02-28
7300,BA,2014,2,-325888,143290,187925,841043,-0.206,0.091,0.119,0.584,45,2017-02-28
7301,BA,2014,3,-51845,380757,136080,1221800,-0.03,0.24,0.09,0.82,45,2017-02-28
7302,BA,2014,4,215025,-289338,351105,932462,0.12,-0.2,0.21,0.62,45,2017-02-28
7303,BA,2015,1,1069939,513813,1069939,513813,0.51,0.33,0.51,0.33,45,2017-02-28
7304,BA,2015,2,91484,-325888,1161423,187925,0.044,-0.206,0.553,0.119,45,2017-02-28
7305,BA,2015,3,578647,-51845,1740070,136080,0.28,-0.03,0.83,0.09,45,2017-02-28
7306,BA,2015,4,56793,215025,1796863,351105,0.03,0.12,0.86,0.21,45,2017-02-28
7307,BA,2016,1,1552883,1069939,1552883,1069939,0.74,0.51,0.74,0.51,45,2017-02-28
7308,BA,2016,2,-127617,91484,1425266,1161423,-0.061,0.044,0.679,0.553,45,2017-02-28
7309,BA,2016,3,662441,578647,2087707,1740070,0.32,0.28,0.99,0.83,45,2017-02-28
7310,BA,2016,4,-319299,56793,1768408,1796863,-0.15,0.03,0.84,0.86,45,2017-02-28
7311,BA,2017,1,548369,1552883,548369,1552883,0.26,0.74,0.26,0.74,45,2017-02-28
7323,GLOBAL,2014,3,130921,196764,529801,720384,0.0429,0.0645,0.1738,0.2403,193,2017-02-28
7324,GLOBAL,2014,4,171909,164636,701710,885020,0.0564,0.0537,0.2302,0.294,193,2017-02-28
7325,GLOBAL,2015,1,216802,0,216802,0,0.0711,0.0,0.0711,0.0,193,2017-02-28
