name,date,price,maxp,minp,qty,opnp
AWC,2021-05-24,4.7,4.76,4.64,35103828,4.66
AWC,2021-05-25,4.74,4.76,4.7,13848766,4.72
AWC,2021-05-27,4.84,4.84,4.7,75530020,4.74
AWC,2021-05-28,4.8,4.9,4.76,63361422,4.84
AWC,2021-05-31,4.78,4.84,4.74,39919678,4.78
AWC,2021-06-01,4.92,4.98,4.74,120495635,4.78
AWC,2021-06-02,4.82,4.96,4.76,99011518,4.9
AWC,2021-06-04,4.82,4.86,4.78,36427072,4.78
AWC,2021-06-07,4.94,5.05,4.84,177076600,4.84
AWC,2021-06-08,4.94,5.05,4.84,85310293,4.94
AWC,2021-06-09,5.1,5.15,4.96,149920396,4.98
AWC,2021-06-10,5.05,5.1,5.0,52457173,5.1
AWC,2021-06-11,5.15,5.2,5.05,58911306,5.1
AWC,2021-06-14,5.05,5.15,5.0,31259531,5.1
AWC,2021-06-15,5.0,5.1,4.96,26457089,5.05
AWC,2021-06-16,4.96,5.05,4.94,24209620,4.96
AWC,2021-06-17,4.8,4.94,4.8,144777654,4.92
AWC,2021-06-18,4.72,4.82,4.7,103845628,4.8
AWC,2021-06-21,4.62,4.68,4.6,163837801,4.66
AWC,2021-06-22,4.62,4.7,4.62,90909809,4.68
AWC,2021-06-23,4.66,4.72,4.62,86222439,4.66
AWC,2021-06-24,4.6,4.66,4.56,80459416,4.64
AWC,2021-06-25,4.56,4.64,4.56,56174385,4.64
AWC,2021-06-28,4.42,4.54,4.34,196596564,4.52
AWC,2021-06-29,4.3,4.42,4.28,204372088,4.4
AWC,2021-06-30,4.34,4.4,4.18,363580612,4.34
AWC,2021-07-01,4.34,4.38,4.3,71760640,4.38
AWC,2021-07-02,4.22,4.34,4.2,78780436,4.34
AWC,2021-07-05,4.22,4.26,4.18,26509173,4.22
AWC,2021-07-06,4.22,4.28,4.2,48587907,4.22
AWC,2021-07-07,4.1,4.24,4.1,64496017,4.22
AWC,2021-07-08,3.96,4.08,3.96,102849511,4.06
AWC,2021-07-09,4.0,4.02,3.92,94629209,3.94
AWC,2021-07-12,3.98,4.06,3.92,53307717,4.04
AWC,2021-07-13,4.16,4.16,4.0,77688725,4.02
AWC,2021-07-14,4.12,4.14,4.06,29594818,4.12
AWC,2021-07-15,4.02,4.14,4.02,24975272,4.12
AWC,2021-07-16,4.04,4.1,4.02,19690524,4.04
AWC,2021-07-19,4.0,4.02,3.94,35848432,3.96
AWC,2021-07-20,3.82,4.0,3.8,122250843,3.94
AWC,2021-07-21,3.86,3.9,3.82,60539678,3.86
AWC,2021-07-22,3.86,3.94,3.86,36027453,3.88
AWC,2021-07-23,3.82,3.88,3.8,44282652,3.88
AWC,2021-07-27,3.8,3.88,3.78,34598152,3.86
AWC,2021-07-29,3.78,3.82,3.76,28237425,3.8
AWC,2021-07-30,3.66,3.8,3.66,41400430,3.78
AWC,2021-08-02,3.7,3.7,3.6,29491467,3.68
AWC,2021-08-03,3.76,3.78,3.66,31785511,3.68
AWC,2021-08-04,3.86,3.9,3.74,33893116,3.8
AWC,2021-08-05,3.72,3.88,3.72,40014869,3.86
AWC,2021-08-06,3.68,3.76,3.66,27103577,3.74
AWC,2021-08-09,3.86,3.88,3.72,60169883,3.72
AWC,2021-08-10,3.92,3.98,3.84,63072132,3.88
AWC,2021-08-11,3.88,3.94,3.86,33118420,3.94
AWC,2021-08-13,3.9,3.92,3.82,20807395,3.88
AWC,2021-08-16,3.88,3.98,3.86,45817027,3.88
AWC,2021-08-17,4.08,4.08,3.9,111628069,3.9
AWC,2021-08-18,4.14,4.16,4.02,75292513,4.06
AWC,2021-08-19,4.2,4.22,4.08,100467681,4.14
AWC,2021-08-20,4.2,4.24,4.16,41502995,4.18
AWC,2021-08-23,4.26,4.32,4.2,76699849,4.28
AWC,2021-08-24,4.24,4.32,4.24,37623035,4.24
AWC,2021-08-25,4.32,4.34,4.24,36123563,4.26
AWC,2021-08-26,4.32,4.36,4.3,23943501,4.32
AWC,2021-08-27,4.32,4.4,4.3,57755058,4.34
AWC,2021-08-30,4.4,4.46,4.36,75000158,4.36
AWC,2021-08-31,4.34,4.44,4.34,151084193,4.42
AWC,2021-09-01,4.24,4.44,4.24,107161365,4.38
AWC,2021-09-02,4.18,4.28,4.18,50503028,4.24
AWC,2021-09-03,4.22,4.24,4.18,32255622,4.2
AWC,2021-09-06,4.24,4.26,4.2,23363815,4.22
AWC,2021-09-07,4.22,4.3,4.22,21907360,4.26
AWC,2021-09-08,4.22,4.24,4.16,35030219,4.22
AWC,2021-09-09,4.14,4.22,4.12,49921536,4.2
AWC,2021-09-10,4.18,4.24,4.14,34821789,4.16
AWC,2021-09-13,4.3,4.34,4.18,47537468,4.18
AWC,2021-09-14,4.32,4.36,4.24,23670747,4.36
AWC,2021-09-15,4.32,4.36,4.26,46755118,4.32
