name,date,price,maxp,minp,qty,opnp
3BBIF,2021-05-24,9.6,9.65,9.5,34728027,9.55
3BBIF,2021-05-25,9.6,9.65,9.55,11510981,9.6
3BBIF,2021-05-27,9.65,9.65,9.6,13734897,9.6
3BBIF,2021-05-28,9.65,9.65,9.6,15029505,9.65
3BBIF,2021-05-31,9.65,9.65,9.6,14412012,9.6
3BBIF,2021-06-01,9.7,9.7,9.6,13554101,9.65
3BBIF,2021-06-02,9.7,9.7,9.65,6339751,9.7
3BBIF,2021-06-04,9.7,9.75,9.65,16846522,9.7
3BBIF,2021-06-07,9.75,9.75,9.7,7577344,9.7
3BBIF,2021-06-08,9.75,9.75,9.7,9912519,9.75
3BBIF,2021-06-09,9.7,9.75,9.7,7213210,9.75
3BBIF,2021-06-10,9.75,9.75,9.7,7501414,9.75
3BBIF,2021-06-11,9.75,9.8,9.7,18370065,9.75
3BBIF,2021-06-14,9.85,9.85,9.75,17912322,9.8
3BBIF,2021-06-15,9.85,9.85,9.8,6239094,9.8
3BBIF,2021-06-16,9.85,9.85,9.8,8257546,9.85
3BBIF,2021-06-17,9.85,9.85,9.8,6883143,9.85
3BBIF,2021-06-18,9.9,9.9,9.8,20444885,9.85
3BBIF,2021-06-21,9.8,9.9,9.8,27162502,9.85
3BBIF,2021-06-22,9.8,9.85,9.8,11550116,9.8
3BBIF,2021-06-23,9.85,9.85,9.75,8992332,9.85
3BBIF,2021-06-24,9.75,9.85,9.75,15377165,9.8
3BBIF,2021-06-25,9.75,9.8,9.75,4701391,9.75
3BBIF,2021-06-28,9.75,9.8,9.7,9790889,9.8
3BBIF,2021-06-29,9.75,9.8,9.75,5280195,9.75
3BBIF,2021-06-30,9.8,9.8,9.75,3681330,9.75
3BBIF,2021-07-01,9.85,9.85,9.75,10606792,9.8
3BBIF,2021-07-02,9.85,9.85,9.8,4169660,9.85
3BBIF,2021-07-05,9.8,9.85,9.75,11627116,9.85
3BBIF,2021-07-06,9.85,9.85,9.8,3840485,9.8
3BBIF,2021-07-07,9.8,9.85,9.8,6853769,9.85
3BBIF,2021-07-08,9.75,9.8,9.7,16520485,9.8
3BBIF,2021-07-09,9.8,9.8,9.7,4819329,9.7
3BBIF,2021-07-12,9.75,9.8,9.75,3344107,9.8
3BBIF,2021-07-13,9.8,9.85,9.75,7049065,9.8
3BBIF,2021-07-14,9.85,9.85,9.75,2453467,9.8
3BBIF,2021-07-15,9.85,9.85,9.8,3984788,9.8
3BBIF,2021-07-16,9.85,9.85,9.8,3329540,9.85
3BBIF,2021-07-19,9.85,9.85,9.8,7720846,9.85
3BBIF,2021-07-20,9.8,9.85,9.8,7414086,9.8
3BBIF,2021-07-21,9.8,9.85,9.8,3257563,9.8
3BBIF,2021-07-22,9.8,9.85,9.8,4824839,9.85
3BBIF,2021-07-23,9.85,9.85,9.8,3679918,9.85
3BBIF,2021-07-27,9.85,9.9,9.8,12195937,9.8
3BBIF,2021-07-29,9.85,9.9,9.85,6234951,9.85
3BBIF,2021-07-30,9.9,9.9,9.85,7926117,9.85
3BBIF,2021-08-02,9.95,9.95,9.9,10297458,9.95
3BBIF,2021-08-03,9.95,10.1,9.9,26927647,9.95
3BBIF,2021-08-04,9.95,9.95,9.9,7160705,9.95
3BBIF,2021-08-05,10.0,10.0,9.9,5844409,9.95
3BBIF,2021-08-06,9.9,10.0,9.9,5535044,10.0
3BBIF,2021-08-09,9.95,10.0,9.9,6431024,9.95
3BBIF,2021-08-10,9.9,10.0,9.9,15214036,9.95
3BBIF,2021-08-11,9.95,9.95,9.9,15973977,9.95
3BBIF,2021-08-13,9.95,10.0,9.9,21804826,10.0
3BBIF,2021-08-16,10.0,10.0,9.9,9408652,9.95
3BBIF,2021-08-17,9.95,10.0,9.95,7366685,10.0
3BBIF,2021-08-18,10.0,10.0,9.95,9641205,10.0
3BBIF,2021-08-19,9.95,10.0,9.95,22009900,10.0
3BBIF,2021-08-20,9.8,9.85,9.75,36235341,9.8
3BBIF,2021-08-23,9.8,9.9,9.8,20474412,9.85
3BBIF,2021-08-24,9.85,9.9,9.8,17374111,9.85
3BBIF,2021-08-25,9.85,9.9,9.85,5511575,9.85
3BBIF,2021-08-26,9.9,9.9,9.85,3017955,9.85
3BBIF,2021-08-27,9.9,9.95,9.85,13670236,9.9
3BBIF,2021-08-30,9.9,9.95,9.85,16314073,9.9
3BBIF,2021-08-31,9.85,9.9,9.85,7240576,9.9
3BBIF,2021-09-01,9.9,9.9,9.85,6038246,9.9
3BBIF,2021-09-02,9.85,9.9,9.85,18307260,9.9
3BBIF,2021-09-03,9.85,9.9,9.85,10006506,9.85
3BBIF,2021-09-06,9.9,9.95,9.85,15587853,9.9
3BBIF,2021-09-07,9.9,9.95,9.85,15247159,9.9
3BBIF,2021-09-08,9.9,9.95,9.9,2844765,9.9
3BBIF,2021-09-09,9.9,9.95,9.9,11285968,9.95
3BBIF,2021-09-10,9.9,9.95,9.9,13287795,9.9
3BBIF,2021-09-13,10.0,10.1,9.9,25839336,9.95
3BBIF,2021-09-14,9.95,10.0,9.95,7029131,10.0
3BBIF,2021-09-15,10.0,10.0,9.95,7837448,10.0
3BBIF,2021-09-16,9.95,10.0,9.95,11678992,10.0
3BBIF,2021-09-17,9.9,10.0,9.9,19934770,9.95
3BBIF,2021-09-20,9.95,10.0,9.9,6497483,9.95
3BBIF,2021-09-21,10.0,10.0,9.95,4009093,9.95
3BBIF,2021-09-22,10.0,10.0,9.95,2200458,9.95
3BBIF,2021-09-23,9.95,10.0,9.95,9144372,10.0
3BBIF,2021-09-27,10.0,10.0,9.95,15363715,9.95
3BBIF,2021-09-28,10.1,10.1,9.95,17570502,10.0
3BBIF,2021-09-29,10.0,10.1,10.0,17559622,10.0
3BBIF,2021-09-30,10.0,10.1,9.95,18002737,10.0
3BBIF,2021-10-01,10.0,10.1,10.0,2847306,10.0
3BBIF,2021-10-04,10.1,10.1,10.0,11144828,10.1
3BBIF,2021-10-05,10.1,10.1,10.0,10694496,10.1
3BBIF,2021-10-06,10.0,10.1,10.0,34022079,10.1
3BBIF,2021-10-07,10.0,10.1,10.0,16236511,10.0
3BBIF,2021-10-08,10.0,10.1,10.0,15159995,10.1
3BBIF,2021-10-11,10.1,10.2,10.0,25086069,10.1
3BBIF,2021-10-12,10.2,10.2,10.1,6930524,10.1
3BBIF,2021-10-14,10.2,10.3,10.1,14412928,10.2
3BBIF,2021-10-15,10.2,10.3,10.1,18299215,10.3
3BBIF,2021-10-18,10.1,10.2,10.1,12959676,10.2
3BBIF,2021-10-19,10.1,10.2,10.1,14913073,10.2
3BBIF,2021-10-20,10.2,10.2,10.1,16810760,10.2
3BBIF,2021-10-21,10.2,10.2,10.1,5213982,10.2
3BBIF,2021-10-25,10.2,10.2,10.1,6213723,10.2
3BBIF,2021-10-26,10.1,10.2,10.1,8253110,10.2
3BBIF,2021-10-27,10.2,10.2,10.1,8472928,10.2
3BBIF,2021-10-28,10.2,10.2,10.1,8739328,10.1
3BBIF,2021-10-29,10.2,10.2,10.1,4599992,10.2
3BBIF,2021-11-01,10.2,10.2,10.1,17077026,10.2
3BBIF,2021-11-02,10.1,10.2,10.1,9261160,10.1
3BBIF,2021-11-03,10.2,10.2,10.1,7040565,10.2
3BBIF,2021-11-04,10.3,10.3,10.1,25303254,10.2
3BBIF,2021-11-05,10.3,10.3,10.2,4700500,10.3
3BBIF,2021-11-08,10.3,10.3,10.2,22927548,10.2
3BBIF,2021-11-09,10.2,10.3,10.2,10601755,10.2
3BBIF,2021-11-10,10.3,10.3,10.2,24617120,10.2
3BBIF,2021-11-11,10.2,10.3,10.2,16004395,10.3
3BBIF,2021-11-12,10.3,10.4,10.2,20648983,10.3
3BBIF,2021-11-15,10.4,10.4,10.3,10911719,10.3
3BBIF,2021-11-16,10.3,10.4,10.3,11434326,10.4
3BBIF,2021-11-17,10.4,10.4,10.3,12246253,10.4
3BBIF,2021-11-18,10.3,10.4,10.3,18925931,10.4
3BBIF,2021-11-19,10.2,10.3,10.1,39220064,10.2
3BBIF,2021-11-22,10.2,10.3,10.2,13594493,10.2
3BBIF,2021-11-23,10.2,10.3,10.2,6271708,10.2
3BBIF,2021-11-24,10.2,10.3,10.2,3620107,10.2
3BBIF,2021-11-25,10.3,10.4,10.2,20280709,10.3
3BBIF,2021-11-26,10.2,10.3,10.2,11057454,10.3
3BBIF,2021-11-29,10.2,10.3,10.2,25674949,10.2
3BBIF,2021-11-30,10.1,10.3,10.1,18759817,10.2
3BBIF,2021-12-01,10.2,10.2,10.1,6795288,10.2
3BBIF,2021-12-02,10.2,10.2,10.1,4668318,10.2
3BBIF,2021-12-03,10.2,10.2,10.1,4577457,10.2
3BBIF,2021-12-07,10.2,10.3,10.1,4624018,10.2
3BBIF,2021-12-08,10.3,10.3,10.2,2214317,10.2
3BBIF,2021-12-09,10.2,10.3,10.2,5272468,10.2
3BBIF,2021-12-13,10.2,10.3,10.2,6003578,10.3
3BBIF,2021-12-14,10.2,10.3,10.2,3959669,10.2
3BBIF,2021-12-15,10.3,10.3,10.2,5065481,10.3
3BBIF,2021-12-16,10.3,10.3,10.2,4793124,10.3
3BBIF,2021-12-17,10.3,10.3,10.2,4583736,10.3
3BBIF,2021-12-20,10.2,10.3,10.2,6013889,10.2
3BBIF,2021-12-21,10.3,10.3,10.2,2215014,10.3
3BBIF,2021-12-22,10.3,10.3,10.2,14286952,10.3
3BBIF,2021-12-23,10.3,10.3,10.2,3834529,10.3
3BBIF,2021-12-24,10.2,10.3,10.2,5629269,10.3
3BBIF,2021-12-27,10.2,10.3,10.2,8965594,10.2
3BBIF,2021-12-28,10.3,10.3,10.2,20182314,10.2
3BBIF,2021-12-29,10.3,10.3,10.2,4630737,10.3
3BBIF,2021-12-30,10.3,10.3,10.2,4745220,10.3
3BBIF,2022-01-04,10.4,10.4,10.2,25246478,10.3
3BBIF,2022-01-05,10.4,10.4,10.3,5522305,10.4
3BBIF,2022-01-06,10.3,10.4,10.3,12202732,10.4
3BBIF,2022-01-07,10.4,10.4,10.3,6266280,10.4
3BBIF,2022-01-10,10.4,10.5,10.3,14683144,10.4
3BBIF,2022-01-11,10.5,10.5,10.4,3467720,10.5
3BBIF,2022-01-12,10.5,10.5,10.4,7537786,10.4
3BBIF,2022-01-13,10.5,10.6,10.4,27053722,10.5
3BBIF,2022-01-14,10.6,10.6,10.5,5400287,10.6
3BBIF,2022-01-17,10.7,10.7,10.5,17188722,10.6
3BBIF,2022-01-18,10.6,10.7,10.5,29797042,10.7
3BBIF,2022-01-19,10.6,10.7,10.5,14907089,10.6
3BBIF,2022-01-20,10.6,10.7,10.5,8795695,10.7
3BBIF,2022-01-21,10.6,10.6,10.5,3981099,10.6
3BBIF,2022-01-24,10.6,10.6,10.5,7832958,10.6
3BBIF,2022-01-25,10.6,10.6,10.5,11425441,10.6
3BBIF,2022-01-26,10.5,10.7,10.5,18626718,10.6
3BBIF,2022-01-27,10.6,10.6,10.5,8131623,10.6
3BBIF,2022-01-28,10.5,10.6,10.5,10841997,10.6
3BBIF,2022-01-31,10.5,10.6,10.5,13288026,10.6
3BBIF,2022-02-01,10.6,10.6,10.5,12816946,10.6
3BBIF,2022-02-02,10.6,10.6,10.5,11208207,10.6
3BBIF,2022-02-03,10.6,10.6,10.5,12460372,10.6
3BBIF,2022-02-04,10.7,10.7,10.5,14774168,10.6
3BBIF,2022-02-07,10.7,10.8,10.6,15498478,10.7
3BBIF,2022-02-08,10.8,10.8,10.7,20416265,10.8
3BBIF,2022-02-09,10.9,10.9,10.7,12405861,10.8
3BBIF,2022-02-10,10.8,10.9,10.7,20586518,10.9
3BBIF,2022-02-11,10.9,10.9,10.8,18763316,10.8
3BBIF,2022-02-14,10.9,11.0,10.8,19365895,10.9
3BBIF,2022-02-15,11.0,11.0,10.9,14587019,10.9
3BBIF,2022-02-17,11.0,11.1,10.9,11892566,10.9
3BBIF,2022-02-18,11.1,11.1,11.0,20948353,11.0
3BBIF,2022-02-21,11.2,11.2,11.0,29629794,11.0
3BBIF,2022-02-22,11.2,11.2,11.1,30392368,11.2
3BBIF,2022-02-23,11.1,11.2,11.0,30314074,11.2
3BBIF,2022-02-24,10.9,11.1,10.9,43958674,11.1
3BBIF,2022-02-25,11.0,11.1,10.9,10890075,10.9
3BBIF,2022-02-28,11.2,11.2,11.0,10987206,11.1
3BBIF,2022-03-01,11.3,11.3,11.1,43890187,11.1
3BBIF,2022-03-02,11.2,11.3,11.1,29162950,11.2
3BBIF,2022-03-03,11.0,11.1,10.9,26304950,11.0
3BBIF,2022-03-04,10.8,11.0,10.8,32514035,11.0
3BBIF,2022-03-07,10.6,10.8,10.6,56089278,10.8
3BBIF,2022-03-08,10.4,10.6,10.0,115753052,10.5
3BBIF,2022-03-09,10.7,10.7,10.4,32080025,10.4
3BBIF,2022-03-10,10.7,10.8,10.6,17667065,10.7
3BBIF,2022-03-11,10.7,10.7,10.6,4650459,10.6
3BBIF,2022-03-14,10.7,10.8,10.6,7226044,10.6
3BBIF,2022-03-15,10.6,10.8,10.6,13250820,10.6
3BBIF,2022-03-16,10.8,10.8,10.6,5488284,10.7
3BBIF,2022-03-17,10.8,10.8,10.7,6231641,10.8
3BBIF,2022-03-18,10.8,10.8,10.7,10882313,10.8
3BBIF,2022-03-21,10.9,10.9,10.8,8140055,10.8
3BBIF,2022-03-22,10.9,10.9,10.8,4482591,10.8
3BBIF,2022-03-23,10.9,11.0,10.8,16507780,10.9
3BBIF,2022-03-24,11.0,11.0,10.9,3906526,10.9
3BBIF,2022-03-25,11.0,11.1,10.9,19791536,11.0
